user,item,rating
Alex Babinski,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Alex Gaskarth,Boss DD-20 Giga Delay Digital Delay,1
Alex Grossi,Line 6 MM4 Modulation,1
Alex Grossi,TC Electronic Polytune Mini,1
Alex Grossi,Source Audio Soundblox 2 OFD Guitar Micro,1
Alex Grossi,Seymour Duncan Vapour Trail Analog Delay,1
Alex Grossi,Seymour Duncan Dirty Deed Distortion,1
Alex Grossi,Boss PS-5 SUPER Shifter,1
Alex Kapranos,Boss TU-3 Chromatic Tuner,1
Alex Lifeson,Maestro Parametric EQ,1
Alex Lifeson,Maestro Echoplex,1
Alex Lifeson,Tapco 2200 Graphic Equalizer,1
Alex Lifeson,Boss CE-1 Chorus Ensemble,1
Alex Lifeson,Morley Volume,1
Alex Lifeson,Radial Engineering Tonebone Headbone VT Amp Head Switcher,1
Alex Lifeson,Tapco Reverb 4400,1
Alex Lifeson,Maestro PS-1A Phase Shifter,1
Alex Luciano,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Alex Luciano,Ibanez TS808 The Original Tube Screamer,1
Alex Parvis,Line 6 Helix multi-effect processor,1
Alex Re,Maxon OD808 Overdrive,1
Alex Re,Boss TU-2 Chromatic Tuner,1
Alex Re,Boss RC-30 Loop Station,1
Alex Robertshaw,MXR MC401 Boost/Line Driver,1
Alex Robertshaw,ZVex Fat Fuzz Factory,1
Alex Robertshaw,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Alex Robertshaw,MWFX Judder,1
Alex Robertshaw,Electro-Harmonix Superego Synth Engine,1
Alex Robertshaw,EarthQuaker Devices Sea Machine V2 Super Chorus,1
Alex Robertshaw,Strymon BigSky Multidimensional Reverberator - Reverb,1
Alex Robertshaw,Boss FV-50H Stereo Volume,1
Alex Robertshaw,Electro-Harmonix Holy Grail Nano Reverb,1
Alex Robertshaw,Lazy J Cruiser Deuce Dual Overdrive,1
Alex Robertshaw,Boss TU-2 Chromatic Tuner,1
Alex Robertshaw,Xotic Effects BB Preamp,1
Alex Robertshaw,Electro-Harmonix Memory Boy,1
Alex Rosamilia,Boss DC-2 Dimension C,1
Alex Rosamilia,TC Electronic Polytune Mini Noir,1
Alex Rosamilia,Boss NS-2 Noise Suppressor,1
Alex Rosamilia,Way Huge Electronics Aqua-Puss Original Analog Delay,1
Alex Rosamilia,Ernie Ball VP JR. Passive Volume,1
Alex Rosamilia,Fuzzrocious Ram the Manparts,1
Alex Rosamilia,EarthQuaker Devices Dispatch Master,1
Alex Rosamilia,TC Electronic Flashback Delay,1
Alex Rosamilia,Ibanez TS9 Tube Screamer,1
Alex Rosamilia,Seymour Duncan Vapour Trail Analog Delay,1
Alex Rosamilia,EarthQuaker Devices Ghost Echo Reverb,1
Alex Rosamilia,EarthQuaker Devices Organizer,1
Alex Rosamilia,EarthQuaker Devices Bit Commander,1
Alex Rosamilia,Fulltone OF-2 Octafuzz Fuzz,1
Alex Rosamilia,EarthQuaker Devices Hummingbird,1
Alex Rosamilia,Electro-Harmonix Holy Grail Nano Reverb,1
Alex Rosamilia,TC Electronic PolyTune Polyphonic Tuner,1
Alex Rosamilia,T-Rex Engineering Fuel Tank Chameleon,1
Alex Rosamilia,Boss SD-1 Super OverDrive,1
Alex Rosamilia,Cusack More Louder Boost,1
Alex Scally,Electro-Harmonix POG2 Polyphonic Octave Generator,1
Alex Scally,Boss RV-5 Digital Reverb Effects,1
Alex Skolnick,TC Electronic Polytune Mini,1
Alex Skolnick,TC Electronic Ditto X2 Looper Effects,1
Alex Skolnick,MXR EVH-117 Eddie Van Halen Flanger,1
Alex Skolnick,TC Electronic Ditto Looper,1
Alex Skolnick,Boss DD-20 Giga Delay Digital Delay,1
