equipment_names,equipment_urls
Guitar Systems Fuzz Tool Junior Pedal,/items/guitar-systems-fuzz-tool-junior-pedal
Sarno Music Solutions Earth Drive,/items/sarno-music-solutions-earth-drive
Maxon CP101 Compressor Pedal,/items/maxon-cp101-compressor-pedal
Danelectro Back Talk Reverse Delay,/items/danelectro-back-talk-reverse-delay
Electro-Harmonix POG2 Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog2-polyphonic-octave-generator-guitar-effects-pedal
Boss DD-7 Digital Delay,/items/boss-dd-7-digital-delay
MI Audio Crunch Box,/items/mi-audio-crunch-box
DigiTech DOD Phasor 201 Re-Issue,/items/digitech-dod-phasor-201-re-issue
Pro Co RAT Distortion Pedal,/items/pro-co-rat-distortion-pedal
Electro Harmonix Hog Guitar Synthesizer,/items/electro-harmonix-hog-guitar-synthesizer
Electro-Harmonix Stereo Memory Man,/items/electro-harmonix-stereo-memory-man
Ibanez ad-80,/items/ibanez-ad-80
Fulltone Supa-Trem ST-1 Tremolo Pedal,/items/fulltone-supa-trem-st-1-tremolo-pedal
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
Dunlop Cry Baby Zakk Wylde Signature Wah,/items/dunlop-cry-baby-zakk-wylde-signature-wah
EarthQuaker Devices Arpanoid Polyphonic Pitch Arpeggiator Guitar Effects Pedal,/items/earthquaker-devices-arpanoid-polyphonic-pitch-arpeggiator-guitar-effects-pedal
Vox Wah Pedal,/items/vox-wah-pedal
Keeley KCPro Compressor Pro Guitar Effects Pedal,/items/keeley-kcpro-compressor-pro-guitar-effects-pedal
Electro-Harmonix Small Stone Phase Shifter Effects Pedal,/items/electro-harmonix-small-stone-phase-shifter-effects-pedal
ZVEX Channel 2 Boost / Distortion Pedal Channel Two with Button,/items/zvex-channel-2-boost-distortion-pedal-channel-two-with-button
Boss OC-2 Octave Pedal,/items/boss-oc-2-octave-pedal
Ibanez TS9 Tube Screamer,/items/ibanez-ts9-tube-screamer
Boss NS-2 Noise Suppressor Pedal,/items/boss-ns-2-noise-suppressor-pedal
Boss RV-6 Digital Reverb Effects Pedal,/items/boss-rv-6-digital-reverb-effects-pedal--2
Dunlop GCB95 Cry Baby Wah Wah,/items/dunlop-gcb95-cry-baby-wah-wah
Electro-Harmonix Neo Clone Analog Chorus,/items/electro-harmonix-neo-clone-analog-chorus
Korg Pitchblack Chromatic Pedal Tuner,/items/korg-pitchblack-chromatic-pedal-tuner
TC Electronic Ditto X2 Looper Effects Pedal,/items/tc-electronic-ditto-x2-looper-effects-pedal
TC Electronic Flashback Delay,/items/tc-electronic-flashback-delay
Xotic Effects BB Preamp,/items/xotic-effects-bb-preamp
TC Electronic Hall Of Fame Mini Reverb Pedal with TonePrint,/items/tc-electronic-hall-of-fame-mini-reverb-pedal-with-toneprint
Fulltone 70's Fuzz,/items/fulltone-70-s-fuzz
Line 6 DL4 Delay Pedal,/items/line-6-dl4-delay-pedal
Real McCoy Custom RMC5 Wizard Wah Pedal,/items/real-mccoy-custom-rmc5-wizard-wah-pedal
Hermida Audio Technology Zendrive Boost Pedal,/items/hermida-audio-technology-zendrive-boost-pedal
Dunlop Eric Johnson Signature Fuzz Face,/items/dunlop-eric-johnson-signature-fuzz-face
Strymon Lex Rotary Rotating Speaker Effects Pedal,/items/strymon-lex-rotary-rotating-speaker-effects-pedal
TC Electronic Polytune Mini,/items/tc-electronic-polytune-mini
Korg Nuvibe Vibrato Chorus Effector Pedal,/items/korg-nuvibe-vibrato-chorus-effector-pedal
Black Cat Pedals Wee Buzz,/items/black-cat-pedals-wee-buzz
Boss ME-50B Bass Multiple Effects Pedal,/items/boss-me-50b-bass-multiple-effects-pedal
EarthQuaker Devices Hoof,/items/earthquaker-devices-hoof
Boss ES-8 Effects Switching System,/items/boss-es-8-effects-switching-system
Paul Cochrane Tim Overdrive,/items/paul-cochrane-tim-overdrive
DigiTech Whammy (5th Gen),/items/digitech-whammy-5th-gen
Electro-Harmonix Micro POG,/items/electro-harmonix-micro-pog
Electro-Harmonix Ring-Thing,/items/electro-harmonix-ring-thing
Ernie Ball VP JR. Passive Volume Pedal,/items/ernie-ball-vp-jr-passive-volume-pedal
Line 6 M5 Stompbox Modeler Guitar Multi Effects Pedal,/items/line-6-m5-stompbox-modeler-guitar-multi-effects-pedal
Strymon TimeLine - Multidimensional Delay Effects - Delay Pedal,/items/strymon-timeline-multidimensional-delay-effects-delay-pedal
Decibel Eleven DB11 Loop Expander,/items/decibel-eleven-db11-loop-expander
Strymon blueSky Reverberator Pedal,/items/strymon-bluesky-reverberator-pedal
Amptweaker Tight Metal Pro Pedal,/items/amptweaker-tight-metal-pro-pedal
Hermida Audio Zendrive Overdrive Effects Pedal,/items/hermida-audio-zendrive-overdrive-effects-pedal
Fender Vibrato & Reverb Footswitch,/items/fender-vibrato-reverb-footswitch
Boss DS-1 Distortion Guitar Effects Pedal,/items/boss-ds-1-distortion-guitar-effects-pedal
Boss GE-7 Equalizer Pedal,/items/boss-ge-7-equalizer-pedal
Korg DT-10BK Digital Foot Pedal Tuner,/items/korg-dt-10bk-digital-foot-pedal-tuner
Neunaber Immerse,/items/neunaber-immerse
Quiet Theory Prelude,/items/quiet-theory-prelude
Chase Bliss Audio Tonal Recall Analog Delay,/items/chase-bliss-audio-tonal-recall-analog-delay
Matthew's Effects The Conductor,/items/matthew-s-effects-the-conductor
TC Electronic Polytune Mini Noir,/items/tc-electronic-polytune-mini-noir
JHS Muffuletta 6-way Distortion Fuzz,/items/jhs-muffuletta-6-way-distortion-fuzz
Rockett Pedals Archer,/items/rockett-pedals-archer
Xotic Effects SP Compressor Pedal,/items/xotic-effects-sp-compressor-pedal
Walrus Audio Transit 1,/items/walrus-audio-transit-1
Line 6 Pod X3,/items/line-6-pod-x3
Paul Cochrane Timmy Transparent Overdrive,/items/paul-cochrane-timmy-transparent-overdrive
Tech 21 SansAmp Bass Driver DI,/items/tech-21-sansamp-bass-driver-di
Electro-Harmonix XO Bass Big Muff PI Distortion Effects Pedal,/items/electro-harmonix-xo-bass-big-muff-pi-distortion-effects-pedal
Ibanez TS9B Bass Tube Screamer,/items/ibanez-ts9b-bass-tube-screamer
Analog Man King of Tone Overdrive Guitar Effect Pedal,/items/analog-man-king-of-tone-overdrive-guitar-effect-pedal
Pro Tone Paul Masvidal Signature Chorus,/items/pro-tone-paul-masvidal-signature-chorus
Cluster Spirit-92,/items/cluster-spirit-92
Cluster Pulstar-43,/items/cluster-pulstar-43
Cluster Mask-5,/items/cluster-mask-5
Cluster Tsunami-9,/items/cluster-tsunami-9
Cluster Spiral-48,/items/cluster-spiral-48
Vox DelayLab Ultimate Delay Effects Pedal,/items/vox-delaylab-ultimate-delay-effects-pedal
Boss RV-3 Digital Reverb/Delay Pedal,/items/boss-rv-3-digital-reverb-delay-pedal
Boss PW-2 Power Driver Pedal,/items/boss-pw-2-power-driver-pedal
MXR M80 Bass DI+,/items/mxr-m80-bass-di
MXR M-234 Analog Chorus,/items/mxr-m-234-analog-chorus
MXR M87 Bass Compressor Bass Effects Pedal,/items/mxr-m87-bass-compressor-bass-effects-pedal
DOD Stereo Flanger,/items/dod-stereo-flanger
Boss DD-6 Digital Delay Pedal,/items/boss-dd-6-digital-delay-pedal
BK Butler Tube Driver,/items/bk-butler-tube-driver
Maxon OD820 Overdrive Pro,/items/maxon-od820-overdrive-pro
Maxon PT-999 Phase Tone Pedal,/items/maxon-pt-999-phase-tone-pedal
Maxon DS830 Distortion Master,/items/maxon-ds830-distortion-master
Maxon SD-9 Sonic Distortion,/items/maxon-sd-9-sonic-distortion
Boss DM-2W Waza Craft Delay Pedal,/items/boss-dm-2w-waza-craft-delay-pedal
Boss BD-2W Blues Driver Waza Craft,/items/boss-bd-2w-blues-driver-waza-craft
Boss CE-1 Chorus Ensemble Pedal,/items/boss-ce-1-chorus-ensemble-pedal--2
Way Huge Electronics WHE301 Fat Sandwich Harmonic Saturator Distortion Guitar Effects Pedal,/items/way-huge-electronics-whe301-fat-sandwich-harmonic-saturator-distortion-guitar-effects-pedal
Boss RC-300 Loop Station,/items/boss-rc-300-loop-station
Ampeg Scrambler,/items/ampeg-scrambler
Chicago Iron Parachute Wah,/items/chicago-iron-parachute-wah
Strymon El Capistan dTape Echo Delay Pedal,/items/strymon-el-capistan-dtape-echo-delay-pedal
TC Electronic ND-1 Nova Delay,/items/tc-electronic-nd-1-nova-delay
Fulltone Full-Drive2 Mosfet,/items/fulltone-full-drive2-mosfet
Fulltone Fulldrive 2,/items/fulltone-fulldrive-2
Boss RC-20XL Loop Station,/items/boss-rc-20xl-loop-station
Boss Roland RE-20 Space Echo Pedal,/items/boss-roland-re-20-space-echo-pedal
Voodoo Lab Pedal Power AC,/items/voodoo-lab-pedal-power-ac
Ernie Ball Volume Pedal/Switch,/items/ernie-ball-volume-pedal-switch
Moog Taurus Bass Pedal Synthesizer Version 3,/items/moog-taurus-bass-pedal-synthesizer-version-3
MXR M-133 Micro Amp Pedal,/items/mxr-m-133-micro-amp-pedal
Xotic Effects RC Booster Clean Boost Guitar Effects Pedal,/items/xotic-effects-rc-booster-clean-boost-guitar-effects-pedal
Lehle Little Dual Amp Switcher Guitar Pedal,/items/lehle-little-dual-amp-switcher-guitar-pedal
Korg DT-10 Digital Pedal Tuner,/items/korg-dt-10-digital-pedal-tuner
Voce Spin II Rotary Speaker Simulator,/items/voce-spin-ii-rotary-speaker-simulator
Strymon Brigadier dBucket Delay,/items/strymon-brigadier-dbucket-delay
Eventide TimeFactor Twin Delay Guitar Effects Pedal,/items/eventide-timefactor-twin-delay-guitar-effects-pedal
Korg CA-30 Chromatic Tuner,/items/korg-ca-30-chromatic-tuner
Blackstone Mosfet Overdrive,/items/blackstone-mosfet-overdrive
Boss OD-1 Overdrive Guitar Effects Pedal,/items/boss-od-1-overdrive-guitar-effects-pedal
J Rockett Audio Designs BLUENOTE Pro Guitar Distortion Effects Pedal,/items/j-rockett-audio-designs-bluenote-pro-guitar-distortion-effects-pedal
MXR CSP101SL Script Phase 90 with LED,/items/mxr-csp101sl-script-phase-90-with-led
Sho-Bud Volume Pedal,/items/sho-bud-volume-pedal
Musitronics Mu-Tron III Envelope Filter,/items/musitronics-mu-tron-iii-envelope-filter
Maxon OD9 Pro Plus Overdrive Pedal,/items/maxon-od9-pro-plus-overdrive-pedal
Maxon GE601 Graphic Equalizer,/items/maxon-ge601-graphic-equalizer
Line 6 M13 Stompbox Modeler,/items/line-6-m13-stompbox-modeler
Rocktron Guitar Silencer,/items/rocktron-guitar-silencer
DigiTech Whammy DT Drop Tune Guitar Effects Pedal,/items/digitech-whammy-dt-drop-tune-guitar-effects-pedal
JHS The Kilt Overdrive Boost,/items/jhs-the-kilt-overdrive-boost
Radial Engineering BigShot PB1 Class-A Power Booster,/items/radial-engineering-bigshot-pb1-class-a-power-booster
Line 6 DM4 Distortion Modeler,/items/line-6-dm4-distortion-modeler
Line 6 FM4 Filter Modeler Guitar Effects Pedal,/items/line-6-fm4-filter-modeler-guitar-effects-pedal
Line 6 MM4 Modulation Guitar Effects Pedal,/items/line-6-mm4-modulation-guitar-effects-pedal
Radial Twin-City Active ABY Amp Switch,/items/radial-twin-city-active-aby-amp-switch
ZVEX Effects Vextron Distortron Guitar Effects Pedal,/items/zvex-effects-vextron-distortron-guitar-effects-pedal
Radial Tonebone Plexitube 12AX7 Tube Distortion Pedal,/items/radial-tonebone-plexitube-12ax7-tube-distortion-pedal
DigiTech 20th Anniversary Chrome Whammy Pedal,/items/digitech-20th-anniversary-chrome-whammy-pedal
TC Electronic PolyTune Polyphonic Tuner Pedal,/items/tc-electronic-polytune-polyphonic-tuner-pedal
Zvex Super Hard On Boost Pedal,/items/zvex-super-hard-on-boost-pedal
Radial Bones Hollywood Distortion,/items/radial-bones-hollywood-distortion
Electro-Harmonix Vintage Polychorus Pedal,/items/electro-harmonix-vintage-polychorus-pedal
Electro-Harmonix Small Clone Analog Chorus,/items/electro-harmonix-small-clone-analog-chorus
MXR EVH 35th Anniversary Phase 90,/items/mxr-evh-35th-anniversary-phase-90
TC Electronic Vortex Flanger TonePrint Series Guitar Effects Pedal,/items/tc-electronic-vortex-flanger-toneprint-series-guitar-effects-pedal
TC Electronic Hall Of Fame Reverb,/items/tc-electronic-hall-of-fame-reverb
ISP Technologies Decimator Noise Reduction Pedal,/items/isp-technologies-decimator-noise-reduction-pedal
Ibanez TS Mini,/items/ibanez-ts-mini
ZVex Vexter Series Fuzz Factory Guitar Effect Pedal,/items/zvex-vexter-series-fuzz-factory-guitar-effect-pedal
TC Electronic Polytune 2 Pedal Tuner,/items/tc-electronic-polytune-2-pedal-tuner
Dunlop Dimebag Signature Cry Baby Wah Wah,/items/dunlop-dimebag-signature-cry-baby-wah-wah
Fender Aby Footswitch,/items/fender-aby-footswitch
L.R. Baggs Venue DI Acoustic Guitar Preamp,/items/l-r-baggs-venue-di-acoustic-guitar-preamp
Ibanez FL-9 Flanger,/items/ibanez-fl-9-flanger
Keeley Modded Boss DS-1 Ultra Distortion Guitar Effects Pedal,/items/keeley-modded-boss-ds-1-ultra-distortion-guitar-effects-pedal
TC Electronic Trinity,/items/tc-electronic-trinity
Boss ODB-3 Bass OverDrive Effects Pedal,/items/boss-odb-3-bass-overdrive-effects-pedal
Marshall GV-2 Guv'nor Plus,/items/marshall-gv-2-guv-nor-plus
MXR Phase 100 Script Logo Vintage,/items/mxr-phase-100-script-logo-vintage
Maxon OD808 Overdrive,/items/maxon-od808-overdrive
Boss SD-1 Super OverDrive,/items/boss-sd-1-super-overdrive--2
Xotic Effects EP Booster Pedal,/items/xotic-effects-ep-booster-pedal
ISP Technologies Decimator II Noise Reduction Pedal,/items/isp-technologies-decimator-ii-noise-reduction-pedal
Electro-Harmonix Memory Toy,/items/electro-harmonix-memory-toy
Seymour Duncan Catalina Chorus Pedal With Dynamic Expression & Stereo Capability,/items/seymour-duncan-catalina-chorus-pedal-with-dynamic-expression-stereo-capability
Seymour Duncan Palladium Gain Stage (White),/items/seymour-duncan-palladium-gain-stage-white
MXR M-107 Phase 100 Effects Pedal,/items/mxr-m-107-phase-100-effects-pedal
Electro-Harmonix Holy Grail Nano Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-nano-reverb-guitar-effects-pedal
JHS Morning Glory,/items/jhs-morning-glory
Ernie Ball VP Jr. JHS Mod,/items/ernie-ball-vp-jr-jhs-mod
Boss DD-20 Giga Delay Digital Delay Pedal,/items/boss-dd-20-giga-delay-digital-delay-pedal
Diamond Opto-Compressor Guitar Effects Pedal,/items/diamond-opto-compressor-guitar-effects-pedal
Voodoo Lab Sparkle Drive,/items/voodoo-lab-sparkle-drive
Strymon Flint Tremolo & Reverb Pedal,/items/strymon-flint-tremolo-reverb-pedal
Adial Tonebone PZ-Pre Acoustic Preamp,/items/adial-tonebone-pz-pre-acoustic-preamp
Strymon OB.1 Optical Compressor and Clean Boost Pedal,/items/strymon-ob-1-optical-compressor-and-clean-boost-pedal
Eventide Space Reverb Pedal,/items/eventide-space-reverb-pedal
Eventide ModFactor,/items/eventide-modfactor
Eventide PitchFactor Harmonizer,/items/eventide-pitchfactor-harmonizer
Rockbox Boiling Point Overdrive Pedal,/items/rockbox-boiling-point-overdrive-pedal
Diamond J-Drive MK3 Guitar Effects Pedal,/items/diamond-j-drive-mk3-guitar-effects-pedal
Pedal Hole Spring,/items/pedal-hole-spring
Engl 530,/items/engl-530
Sennheiser ew 572 G3 wireless unit,/items/sennheiser-ew-572-g3-wireless-unit
Peterson Stomp Classic Strobe Tuner,/items/peterson-stomp-classic-strobe-tuner
ISP Technologies Decimator ProRack G Noise Reduction System,/items/isp-technologies-decimator-prorack-g-noise-reduction-system
Dunlop Cry Baby DCR-2SR Rack Module,/items/dunlop-cry-baby-dcr-2sr-rack-module
TC Electronic G-Force Multi Effects Processor,/items/tc-electronic-g-force-multi-effects-processor
MXR M-108 Ten Band Graphic Equalizer Pedal,/items/mxr-m-108-ten-band-graphic-equalizer-pedal
Live Wire ADI Active DI Direct Box,/items/live-wire-adi-active-di-direct-box
Behringer FCB1010 MIDI Foot Controller,/items/behringer-fcb1010-midi-foot-controller
DigiTech Whammy (4th Gen),/items/digitech-whammy-4th-gen
DigiTech JML2 JamMan Stereo Looper and Phrase Sampler,/items/digitech-jml2-jamman-stereo-looper-and-phrase-sampler
Roger Linn Design AdrenaLinn II,/items/roger-linn-design-adrenalinn-ii
ZVex Vexter Series Super Hard On,/items/zvex-vexter-series-super-hard-on
BBE Supa-Charger Power Supply,/items/bbe-supa-charger-power-supply
Marshall VT-1 Vibratrem Pedal,/items/marshall-vt-1-vibratrem-pedal
Electro-Harmonix Cathedral Stereo Reverb Pedal,/items/electro-harmonix-cathedral-stereo-reverb-pedal
Klon Centaur Professional Overdrive Guitar Pedal,/items/klon-centaur-professional-overdrive-guitar-pedal
EarthQuaker Devices Rainbow Machine Polyphonic Pitch Mesmerizer Guitar Effects Pedal,/items/earthquaker-devices-rainbow-machine-polyphonic-pitch-mesmerizer-guitar-effects-pedal
Electro-Harmonix XO Stereo Pulsar Tremolo Guitar Effects Pedal,/items/electro-harmonix-xo-stereo-pulsar-tremolo-guitar-effects-pedal
Boss VB-2 Vibrato Guitar Effect Pedal,/items/boss-vb-2-vibrato-guitar-effect-pedal
Danelectro DSR-1 Spring King Effect Pedal,/items/danelectro-dsr-1-spring-king-effect-pedal
Lehle D.Loop SGoS,/items/lehle-d-loop-sgos
MMM Pickup Truck Overdrive,/items/mmm-pickup-truck-overdrive
Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,/items/boss-ps-6-harmonist-pitch-shifter-guitar-effects-pedal
TC Electronic Spark Booster,/items/tc-electronic-spark-booster
EarthQuaker Devices Disaster Transport Sr.,/items/earthquaker-devices-disaster-transport-sr
Line 6 M9 Stompbox Modeler,/items/line-6-m9-stompbox-modeler
Boss BD-2 Blues Driver,/items/boss-bd-2-blues-driver
Line 6 ToneCore Echo Park Delay Guitar Effects Pedal,/items/line-6-tonecore-echo-park-delay-guitar-effects-pedal
Way Huge Saucy Box,/items/way-huge-saucy-box
TC Electronic G-System,/items/tc-electronic-g-system
Boss RC-20 Loop Station,/items/boss-rc-20-loop-station
Dunlop Echoplex Delay EP103,/items/dunlop-echoplex-delay-ep103
Mesa Boogie Flux Drive,/items/mesa-boogie-flux-drive
Electro-Harmonix Pitch Fork,/items/electro-harmonix-pitch-fork
Electro Harmonix Superego Synth Engine,/items/electro-harmonix-superego-synth-engine
Carl Martin Octa-Switch MK3 Multi-Effects Looper,/items/carl-martin-octa-switch-mk3-multi-effects-looper
Wampler Nirvana Chorus,/items/wampler-nirvana-chorus
Gig Rig Generator,/items/gig-rig-generator
MXR 6-Band Graphic Equalizer,/items/mxr-6-band-graphic-equalizer
Voodoo Lab GCX Guitar Audio Switcher,/items/voodoo-lab-gcx-guitar-audio-switcher
Walrus Audio Descent Reverb Octave Boutique Guitar Pedal,/items/walrus-audio-descent-reverb-octave-boutique-guitar-pedal
Seymour Duncan 805 Overdrive,/items/seymour-duncan-805-overdrive
Seymour Duncan Vise Grip Compressor,/items/seymour-duncan-vise-grip-compressor
T-Rex Engineering Fuel Tank Goliath Power Supply,/items/t-rex-engineering-fuel-tank-goliath-power-supply
ZVex Vexter Box of Rock Distortion Guitar Effects Pedal,/items/zvex-vexter-box-of-rock-distortion-guitar-effects-pedal
Morley George Lynch Dragon 2 Wah,/items/morley-george-lynch-dragon-2-wah
GNI / NIG Path Finder LS-1,/items/gni-nig-path-finder-ls-1
NIG Amp Simulator AS-1,/items/nig-amp-simulator-as-1
GNI / NIG Dual Drive DD-1,/items/gni-nig-dual-drive-dd-1
GNI / NIG FZD,/items/gni-nig-fzd
Ibanez AF2 Airplane Flanger - Paul Gilbert Signature,/items/ibanez-af2-airplane-flanger-paul-gilbert-signature
T-Rex Engineering Replica Delay/Echo Pedal,/items/t-rex-engineering-replica-delay-echo-pedal
Mesa Boogie V-Twin,/items/mesa-boogie-v-twin
Dunlop GCB-80 High Gain Volume Pedal,/items/dunlop-gcb-80-high-gain-volume-pedal
Landscape Organic Drive & Booster,/items/landscape-organic-drive-booster
GNI / NIG Black Booster,/items/gni-nig-black-booster
GNI / NIG PADT Analog Delay/Tap Tempo Pedal,/items/gni-nig-padt-analog-delay-tap-tempo-pedal
GNI / NIG Detune Chorus,/items/gni-nig-detune-chorus
GNI / NIG Fuzz Tortion,/items/gni-nig-fuzz-tortion
GNI / NIG Power Distortion,/items/gni-nig-power-distortion
TC Electronic Ditto Looper Guitar Effects Pedal,/items/tc-electronic-ditto-looper-guitar-effects-pedal
CFD Twinlight,/items/cfd-twinlight
GNI / NIG Easy Drive' N Booster,/items/gni-nig-easy-drive-n-booster
GNI / NIG Hot Drive,/items/gni-nig-hot-drive
Fire Custom Bobber Wah Pedal,/items/fire-custom-bobber-wah-pedal
Teletronix Audio Talent Boost,/items/teletronix-audio-talent-boost
Ibanez TS808 The Original Tube Screamer,/items/ibanez-ts808-the-original-tube-screamer
Fulltone OCD Obsessive Compulsive Drive Overdrive Pedal,/items/fulltone-ocd-obsessive-compulsive-drive-overdrive-pedal
Electro-Harmonix Holy Stain,/items/electro-harmonix-holy-stain
Fire Overdrive,/items/fire-overdrive
Gabinet marshall mc212,/items/gabinet-marshall-mc212
Boss CS-3 Compression Sustainer,/items/boss-cs-3-compression-sustainer
Mooer Flex Boost,/items/mooer-flex-boost
Way Huge Supa-Puss,/items/way-huge-supa-puss
Eminence Wizard,/items/eminence-wizard
Eminence Man O War 12in 120W Guitar Speaker 16 Ohm,/items/eminence-man-o-war-12in-120w-guitar-speaker-16-ohm
Ernie Ball Volume Pedal,/items/ernie-ball-volume-pedal
MXR M195 Noise Clamp,/items/mxr-m195-noise-clamp
Fuzzrocious Demon,/items/fuzzrocious-demon
Empress Tape Delay,/items/empress-tape-delay
JHS Honey Comb Deluxe Dual Speed Tremolo Pedal,/items/jhs-honey-comb-deluxe-dual-speed-tremolo-pedal
Darkglass Electronics Microtubes B3K CMOS Bass Overdrive,/items/darkglass-electronics-microtubes-b3k-cmos-bass-overdrive
Red Panda Context,/items/red-panda-context
JHS Panther Cub Delay,/items/jhs-panther-cub-delay
Electro-Harmonix Stereo Memory Man with Hazarai,/items/electro-harmonix-stereo-memory-man-with-hazarai
Fuzzrocious Steel Stache Fuzz Pedal,/items/fuzzrocious-steel-stache-fuzz-pedal
Moog MF Delay Minifooger Analog Delay,/items/moog-mf-delay-minifooger-analog-delay
Electro-Harmonix Bad Stone Phase Shifter,/items/electro-harmonix-bad-stone-phase-shifter
Electro-Harmonix Freeze Sound Retainer Compression Guitar Effects Pedal,/items/electro-harmonix-freeze-sound-retainer-compression-guitar-effects-pedal
ZVex Mastotron Fuzz Pedal,/items/zvex-mastotron-fuzz-pedal
EarthQuaker Devices Disaster Transport Jr.,/items/earthquaker-devices-disaster-transport-jr
Smallsound/Bigsound Mini,/items/smallsound-bigsound-mini
Peterson StroboStomp Tuner,/items/peterson-strobostomp-tuner
Spontaneous Audio Devices Son of Kong,/items/spontaneous-audio-devices-son-of-kong
Way Huge Electronics Green Rhino MkII Overdrive Guitar Effects Pedal,/items/way-huge-electronics-green-rhino-mkii-overdrive-guitar-effects-pedal
Dunlop DVP1 Volume Pedal,/items/dunlop-dvp1-volume-pedal
Nobels ODR-1,/items/nobels-odr-1
Line 6 EX-1 Expression Pedal,/items/line-6-ex-1-expression-pedal
Peterson StroboStomp2 Pedal Virtual Strobe Tuner,/items/peterson-strobostomp2-pedal-virtual-strobe-tuner
Pigtronix Echolution Multi-Tap Delay Pedal,/items/pigtronix-echolution-multi-tap-delay-pedal
Boss PW-10 Wah Pedal,/items/boss-pw-10-wah-pedal
Boss SD-2 DUAL Overdrive,/items/boss-sd-2-dual-overdrive
Way Huge Pork Loin Overdrive,/items/way-huge-pork-loin-overdrive
Neo Instruments Ventilator Pedal,/items/neo-instruments-ventilator-pedal
Electro-Harmonix XO Holy Grail Plus Variable Reverb Guitar Effects Pedal,/items/electro-harmonix-xo-holy-grail-plus-variable-reverb-guitar-effects-pedal
Ibanez CS9,/items/ibanez-cs9
Boss RC-2 Loop Station,/items/boss-rc-2-loop-station
Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,/items/red-panda-lab-particle-granular-delay-pitch-shifting-pedal
Electro-Harmonix Nano Soul Preacher Comp Pedal,/items/electro-harmonix-nano-soul-preacher-comp-pedal
Danelectro DE-1 Dan-Echo Delay,/items/danelectro-de-1-dan-echo-delay
Behringer DD400 Digital Delay,/items/behringer-dd400-digital-delay
Roland VG-99 V-Guitar System,/items/roland-vg-99-v-guitar-system
Line 6 POD XT,/items/line-6-pod-xt
LEEM DC-9 Power Bank,/items/leem-dc-9-power-bank
Electro-Hamonix Metal Muff with Top Boost,/items/electro-hamonix-metal-muff-with-top-boost
Visual Sound Jekyll & Hyde Ultimate Overdrive,/items/visual-sound-jekyll-hyde-ultimate-overdrive
Boss CH-1 SUPER Chorus Pedal,/items/boss-ch-1-super-chorus-pedal
Boss FB-2 Feedbacker/Booster Guitar Effects Pedal,/items/boss-fb-2-feedbacker-booster-guitar-effects-pedal
Boss BCB-60 Pedal Board,/items/boss-bcb-60-pedal-board
Boss DM-2 Analog Delay,/items/boss-dm-2-analog-delay
Foxrox Captain Coconut 2,/items/foxrox-captain-coconut-2
Electro-Harmonix Deluxe Memory Man,/items/electro-harmonix-deluxe-memory-man
Electro-Harmonix Deluxe Memory Boy,/items/electro-harmonix-deluxe-memory-boy
