equipment_names,equipment_urls
Voodoo Lab Pedal Power 2 Plus,/items/voodoo-lab-pedal-power-2-plus
Electro Harmonix Hog Guitar Synthesizer,/items/electro-harmonix-hog-guitar-synthesizer
MXR Carbon Copy Analog Delay,/items/mxr-carbon-copy-analog-delay
Electro-Harmonix HOG Foot Controller,/items/electro-harmonix-hog-foot-controller
Electro-Harmonix Cathedral Stereo Reverb Pedal,/items/electro-harmonix-cathedral-stereo-reverb-pedal
Death By Audio Supersonic Fuzz Gun Pedal,/items/death-by-audio-supersonic-fuzz-gun-pedal
MXR CSP101SL Script Phase 90 with LED,/items/mxr-csp101sl-script-phase-90-with-led
Boss DD-7 Digital Delay,/items/boss-dd-7-digital-delay
Way Huge Electronics WHE301 Fat Sandwich Harmonic Saturator Distortion Guitar Effects Pedal,/items/way-huge-electronics-whe301-fat-sandwich-harmonic-saturator-distortion-guitar-effects-pedal
Boss LS-2 Line Selector/Power Supply,/items/boss-ls-2-line-selector-power-supply
Ibanez ES-2 Echo Shifter,/items/ibanez-es-2-echo-shifter
MXR CSP-026 Handwired 1974 Vintage Phase 90 Pedal,/items/mxr-csp-026-handwired-1974-vintage-phase-90-pedal
Boss RT-20 Rotary Speaker Sound Processor,/items/boss-rt-20-rotary-speaker-sound-processor
Budda Karma Chorus Guitar Pedal,/items/budda-karma-chorus-guitar-pedal
Line 6 M5 Stompbox Modeler Guitar Multi Effects Pedal,/items/line-6-m5-stompbox-modeler-guitar-multi-effects-pedal
AER Pocket Tools Coulorizer,/items/aer-pocket-tools-coulorizer
TC Electronic PolyTune Clip,/items/tc-electronic-polytune-clip
Strymon Ola dBucket Chorus & Vibrato,/items/strymon-ola-dbucket-chorus-vibrato
Maxon Ph 350 Rotary Phaser,/items/maxon-ph-350-rotary-phaser
Korg DT-7 Tuner,/items/korg-dt-7-tuner
Tonebone Bones Twin-City ABY Guitar Effects Switcher,/items/tonebone-bones-twin-city-aby-guitar-effects-switcher
Electro-Harmonix Ring-Thing,/items/electro-harmonix-ring-thing
EBS OctaBass Triple Mode Octave Divider Pedal,/items/ebs-octabass-triple-mode-octave-divider-pedal
Empress Tap Tremolo Pedal,/items/empress-tap-tremolo-pedal
MXR Custom Audio Electronics MC-403 Power Distributor,/items/mxr-custom-audio-electronics-mc-403-power-distributor
MXR MC404 CAE Wah,/items/mxr-mc404-cae-wah
Fulltone Ultimate Octave Pedal,/items/fulltone-ultimate-octave-pedal
TC Electronic Nova Repeater,/items/tc-electronic-nova-repeater
Musitronics Mu-Tron III Envelope Filter,/items/musitronics-mu-tron-iii-envelope-filter
Pro Co Rat 2 Distortion/Fuzz/Overdrive,/items/pro-co-rat-2-distortion-fuzz-overdrive
Keeley Modded Boss DD-3 Digital Delay Guitar Effects Pedal,/items/keeley-modded-boss-dd-3-digital-delay-guitar-effects-pedal
Keeley Modded Boss TR-2 with Volume Control Guitar Effects Pedal,/items/keeley-modded-boss-tr-2-with-volume-control-guitar-effects-pedal
EBS UniChorus Analog Signal Processing Pedal,/items/ebs-unichorus-analog-signal-processing-pedal
Hermida Audio Technology Zendrive Boost Pedal,/items/hermida-audio-technology-zendrive-boost-pedal
Creation Audio Labs MK 4.23 Zen Boost,/items/creation-audio-labs-mk-4-23-zen-boost
Wampler Faux Spring Reverb,/items/wampler-faux-spring-reverb
Voodoo Lab Sparkle Drive,/items/voodoo-lab-sparkle-drive
Electro-Harmonix Deluxe Memory Man with Tap Tempo,/items/electro-harmonix-deluxe-memory-man-with-tap-tempo
Strymon Flint Tremolo & Reverb Pedal,/items/strymon-flint-tremolo-reverb-pedal
Boss TR-2 Tremolo Pedal,/items/boss-tr-2-tremolo-pedal
Boss BD-2 Blues Driver Pedal with Keeley mod,/items/boss-bd-2-blues-driver-pedal-with-keeley-mod
Boss CS-3 Compression Sustainer,/items/boss-cs-3-compression-sustainer
Strymon Deco Tape Saturation & Doubletracker,/items/strymon-deco-tape-saturation-doubletracker
Maestro Bass Brassmaster,/items/maestro-bass-brassmaster
SiB Varidrive Effects Pedal,/items/sib-varidrive-effects-pedal
Boss CE-1 Chorus Ensemble Pedal,/items/boss-ce-1-chorus-ensemble-pedal--2
Rocktron Intelliverb,/items/rocktron-intelliverb
Ampeg Scrambler,/items/ampeg-scrambler
Maestro Parametric Filter MPF-1,/items/maestro-parametric-filter-mpf-1
MXR M-101 Phase 90 Pedal,/items/mxr-m-101-phase-90-pedal
MXR Custom Shop CSP105 Vintage '75 Phase 45 Phaser Guitar Effects Pedal,/items/mxr-custom-shop-csp105-vintage-75-phase-45-phaser-guitar-effects-pedal
MXR Micro Chorus M148,/items/mxr-micro-chorus-m148
TC Electronic PolyTune Polyphonic Tuner Pedal,/items/tc-electronic-polytune-polyphonic-tuner-pedal
Ernie Ball 6181 VP JR 25K Volume Pedal For Active Electronics,/items/ernie-ball-6181-vp-jr-25k-volume-pedal-for-active-electronics
AmpRx BrownBox,/items/amprx-brownbox
Eventide H3500 Ultra-Harmonizer,/items/eventide-h3500-ultra-harmonizer
Pro Co Deucetone Rat/Distortion Pedal,/items/pro-co-deucetone-rat-distortion-pedal
Homebrew Electronics HBE Power Screamer Overdrive Pedal,/items/homebrew-electronics-hbe-power-screamer-overdrive-pedal
DigiTech JamMan,/items/digitech-jamman--2
Eventide TimeFactor Twin Delay Guitar Effects Pedal,/items/eventide-timefactor-twin-delay-guitar-effects-pedal
Electro-Harmonix Holier Grail,/items/electro-harmonix-holier-grail
MXR M-133 Micro Amp Pedal,/items/mxr-m-133-micro-amp-pedal
Akai Professional E2 HeadRush Delay/Looper,/items/akai-professional-e2-headrush-delay-looper
Xotic Effects BB Preamp,/items/xotic-effects-bb-preamp
Mesa Boogie Flux Drive,/items/mesa-boogie-flux-drive
Earthquaker Devices Grand Orbiter Phaser Pedal,/items/earthquaker-devices-grand-orbiter-phaser-pedal
Mesa Boogie Tone Burst Boost/Overdrive Pedal,/items/mesa-boogie-tone-burst-boost-overdrive-pedal
ZVex Vexter Series Fuzz Factory Guitar Effect Pedal,/items/zvex-vexter-series-fuzz-factory-guitar-effect-pedal
Fulltone Secret Freq,/items/fulltone-secret-freq
Pedaltrain Pro,/items/pedaltrain-pro
Ernie Ball VP JR. Passive Volume Pedal,/items/ernie-ball-vp-jr-passive-volume-pedal
TC Electronic Polytune 2 Pedal Tuner,/items/tc-electronic-polytune-2-pedal-tuner
Maxon AD-9 Analog Delay Pro,/items/maxon-ad-9-analog-delay-pro
Electro-Harmonix Deluxe Memory Man,/items/electro-harmonix-deluxe-memory-man
TC Electronic Polytune Mini,/items/tc-electronic-polytune-mini
Electro-Harmonix Holy Grail Nano Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-nano-reverb-guitar-effects-pedal
Keeley Modded Ibanez TS9 Mod Plus Tube Screamer,/items/keeley-modded-ibanez-ts9-mod-plus-tube-screamer
Crowther Hotcake,/items/crowther-hotcake
Fulltone Mini DejaVibe Stereo Chorus Guitar Effects Pedal,/items/fulltone-mini-dejavibe-stereo-chorus-guitar-effects-pedal
Fulltone Mini DejaVibe,/items/fulltone-mini-dejavibe
ZVex Fuzz Factory,/items/zvex-fuzz-factory
Fulltone PlimSoul,/items/fulltone-plimsoul
Trex Tremster,/items/trex-tremster
Electro-Harmonix Micro POG,/items/electro-harmonix-micro-pog
Fulltone Supa-Trem ST-1 Tremolo Pedal,/items/fulltone-supa-trem-st-1-tremolo-pedal
MXR M-109 6-Band Graphic EQ,/items/mxr-m-109-6-band-graphic-eq
Fulltone OF-2 Octafuzz Fuzz Guitar Effects Pedal,/items/fulltone-of-2-octafuzz-fuzz-guitar-effects-pedal
Union Tube & Transistor Black Bumble Buzz Guitar Pedal,/items/union-tube-transistor-black-bumble-buzz-guitar-pedal
Maxon AD10 Analog Delay,/items/maxon-ad10-analog-delay
Morley Abc Selector Combiner Switch,/items/morley-abc-selector-combiner-switch
Cusack Screamer V2 Overdrive Pedal,/items/cusack-screamer-v2-overdrive-pedal
Lovepedal Gen 5 Echo,/items/lovepedal-gen-5-echo
MXR M78 Custom Badass '78 Distortion Pedal,/items/mxr-m78-custom-badass-78-distortion-pedal
Ernie Ball Volume Pedal,/items/ernie-ball-volume-pedal
Walrus Audio Voyager Overdrive,/items/walrus-audio-voyager-overdrive
Emerson Custom Paramount Overdrive,/items/emerson-custom-paramount-overdrive
Boss TE-2 Tera Echo Guitar Effects Pedal,/items/boss-te-2-tera-echo-guitar-effects-pedal
EarthQuaker Devices Dispatch Master,/items/earthquaker-devices-dispatch-master
Strymon blueSky Reverberator Pedal,/items/strymon-bluesky-reverberator-pedal
Line 6 ToneCore Verbzilla Guitar Effects Pedal,/items/line-6-tonecore-verbzilla-guitar-effects-pedal
Walrus Audio Descent Reverb Octave Boutique Guitar Pedal,/items/walrus-audio-descent-reverb-octave-boutique-guitar-pedal
DigiTech JamMan Solo Looper Pedal,/items/digitech-jamman-solo-looper-pedal
Snark SN-8 Super Tight All Instrument Tuner,/items/snark-sn-8-super-tight-all-instrument-tuner
Blackbird Pedalboards 1530 Tolex Series,/items/blackbird-pedalboards-1530-tolex-series
Korg KVP-002,/items/korg-kvp-002
Boss RC-20 Loop Station,/items/boss-rc-20-loop-station
Keeley Luna Overdrive,/items/keeley-luna-overdrive
TC Electronic Röttweiler Distortion,/items/tc-electronic-rottweiler-distortion
TC Electronic ND-1 Nova Delay iB modified,/items/tc-electronic-nd-1-nova-delay-ib-modified
TC Electronic NDY-1 Nova Dynamics,/items/tc-electronic-ndy-1-nova-dynamics
TC Electronic NM-1 Nova Modulator,/items/tc-electronic-nm-1-nova-modulator
TC Electronic Dark Matter Distortion,/items/tc-electronic-dark-matter-distortion
TC Electronic MojoMojo Overdrive,/items/tc-electronic-mojomojo-overdrive
TC Electronic ND-1 Nova Delay,/items/tc-electronic-nd-1-nova-delay
EBS MultiDrive Universal Overdrive Pedal,/items/ebs-multidrive-universal-overdrive-pedal
Carl Martin Chorus xII,/items/carl-martin-chorus-xii
Carl Martin TremO´vibe,/items/carl-martin-tremo-vibe
Carl Martin The Fuzz,/items/carl-martin-the-fuzz
Dunlop Cry Baby QZ-1 Q-Zone Pedal,/items/dunlop-cry-baby-qz-1-q-zone-pedal
Rocktron Hush Noise Gate,/items/rocktron-hush-noise-gate
Skrydstrup R&D SC-1 System Controller w/ SC-1 Extension,/items/skrydstrup-r-d-sc-1-system-controller-w-sc-1-extension
DigiTech Whammy (4th Gen),/items/digitech-whammy-4th-gen
MXR Smart Gate Noise Gate,/items/mxr-smart-gate-noise-gate
Dunlop Cry Baby DCR-2SR Rack Module,/items/dunlop-cry-baby-dcr-2sr-rack-module
Fuzzrocious Ram the Manparts,/items/fuzzrocious-ram-the-manparts
EarthQuaker Devices Hummingbird,/items/earthquaker-devices-hummingbird
TC Electronic Flashback Delay,/items/tc-electronic-flashback-delay
Seymour Duncan Vapour Trail Analog Delay,/items/seymour-duncan-vapour-trail-analog-delay
EarthQuaker Devices Ghost Echo Reverb,/items/earthquaker-devices-ghost-echo-reverb
EarthQuaker Devices Organizer,/items/earthquaker-devices-organizer
EarthQuaker Devices Bit Commander,/items/earthquaker-devices-bit-commander
TC Electronic Polytune Mini Noir,/items/tc-electronic-polytune-mini-noir
Way Huge Electronics Aqua-Puss Original Analog Delay Guitar Effects Pedal,/items/way-huge-electronics-aqua-puss-original-analog-delay-guitar-effects-pedal
Radial Engineering BigShot™ ABY True Bypass Switcher,/items/radial-engineering-bigshot-aby-true-bypass-switcher
T-Rex Fuel Tank Chameleon,/items/t-rex-fuel-tank-chameleon
Cusack Music More Louder Boost,/items/cusack-music-more-louder-boost
Boss DC-2 Dimension C,/items/boss-dc-2-dimension-c
Electro-Harmonix Micro Synthesizer,/items/electro-harmonix-micro-synthesizer
DigiTech Whammy Pitch-Shifting Pedal,/items/digitech-whammy-pitch-shifting-pedal
Electro Harmonix Stereo Electric Mistress,/items/electro-harmonix-stereo-electric-mistress
Electro-Harmonix XO Holy Grail Plus Variable Reverb Guitar Effects Pedal,/items/electro-harmonix-xo-holy-grail-plus-variable-reverb-guitar-effects-pedal
Pigtronix EP2 Envelope and Rotary Phaser Pedal,/items/pigtronix-ep2-envelope-and-rotary-phaser-pedal
Pigtronix Tremvelope Envelope Modified Tremolo,/items/pigtronix-tremvelope-envelope-modified-tremolo
Maxon Phase Tone,/items/maxon-phase-tone
Durham Electronics Sex Drive,/items/durham-electronics-sex-drive
MI Audio Crunch Box,/items/mi-audio-crunch-box
Dunlop Jimi Hendrix JH1 Wah Guitar Effect Pedal,/items/dunlop-jimi-hendrix-jh1-wah-guitar-effect-pedal
Empress Superdelay Digital Delay Pedal,/items/empress-superdelay-digital-delay-pedal
MXR M-234 Analog Chorus,/items/mxr-m-234-analog-chorus
Boss OC-3 SUPER Octave Pedal,/items/boss-oc-3-super-octave-pedal
Electro-Harmonix Small Stone (Nano Chassis) Analog Phase Shifter,/items/electro-harmonix-small-stone-nano-chassis-analog-phase-shifter
Marshall GV-2 Guv'nor Plus,/items/marshall-gv-2-guv-nor-plus
Eventide Space Reverb Pedal,/items/eventide-space-reverb-pedal
Boss RC-30 Loop Station,/items/boss-rc-30-loop-station
Electro-Harmonix POG2 Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog2-polyphonic-octave-generator-guitar-effects-pedal
Boss BD-2 Blues Driver,/items/boss-bd-2-blues-driver
Electro-Harmonix Big Muff Pi with Tone Wicker,/items/electro-harmonix-big-muff-pi-with-tone-wicker
Eventide H9 Harmonizer Multi-Effects Pedal,/items/eventide-h9-harmonizer-multi-effects-pedal
DigiTech 20th Anniversary Chrome Whammy Pedal,/items/digitech-20th-anniversary-chrome-whammy-pedal
Ibanez TS808 The Original Tube Screamer,/items/ibanez-ts808-the-original-tube-screamer
Boss PS-5 SUPER Shifter Pedal,/items/boss-ps-5-super-shifter-pedal
EarthQuaker Devices Afterneath,/items/earthquaker-devices-afterneath
Earthquaker Devices Dunes,/items/earthquaker-devices-dunes
"JHS Custom ""Bunrunner"" Fuzz",/items/jhs-custom-bunrunner-fuzz
JHS Pulp ‘n Peel Compressor,/items/jhs-pulp-n-peel-compressor
JHS Morning Glory,/items/jhs-morning-glory
JHS Mini Foot Fuzz Pedal,/items/jhs-mini-foot-fuzz-pedal
JHS Pedals Moonshine Overdrive,/items/jhs-pedals-moonshine-overdrive
JHS Mini Bomb Boost,/items/jhs-mini-bomb-boost
Radial Engineering Tonebone JX-2 Pro Switchbone,/items/radial-engineering-tonebone-jx-2-pro-switchbone
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
JHS Silver Panther Delay,/items/jhs-silver-panther-delay
Walrus Audio Julia Analog Chorus/Vibrato,/items/walrus-audio-julia-analog-chorus-vibrato
Greer Lightspeed Organic Overdrive,/items/greer-lightspeed-organic-overdrive
Lovetone Big Cheese,/items/lovetone-big-cheese
JHS Crayon Overdrive Pedal,/items/jhs-crayon-overdrive-pedal
Greer Amps Little Sampson,/items/greer-amps-little-sampson
Ibanez AD9 Analog Delay Pedal,/items/ibanez-ad9-analog-delay-pedal
Barber Tone Pump EQ,/items/barber-tone-pump-eq
JHS SuperBolt V2,/items/jhs-superbolt-v2
Walrus Audio 385 Overdrive,/items/walrus-audio-385-overdrive
Cusack Tremolo AME,/items/cusack-tremolo-ame
Matthew's Effects Astronomer Celestial Reverb,/items/matthew-s-effects-astronomer-celestial-reverb
Empress Effects Phaser Pedal,/items/empress-effects-phaser-pedal
Empress Tremolo 2,/items/empress-tremolo-2
Colorsound Fuzz Box,/items/colorsound-fuzz-box
Empress Distortion,/items/empress-distortion
Celestion Seventy 80,/items/celestion-seventy-80
Morley Volume Plus,/items/morley-volume-plus
Dunlop Cry Baby Wah Pedal,/items/dunlop-cry-baby-wah-pedal
Empress Compressor,/items/empress-compressor
MXR M134 Stereo Chorus,/items/mxr-m134-stereo-chorus
Electro-Harmonix Nano POG Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-nano-pog-polyphonic-octave-generator-guitar-effects-pedal
Boss RC- 1 Loop Station,/items/boss-rc-1-loop-station
BOSS VE-8 Acoustic Singer,/items/boss-ve-8-acoustic-singer
Pedaltrain 2,/items/pedaltrain-2
Boss RV-6 Digital Reverb Effects Pedal,/items/boss-rv-6-digital-reverb-effects-pedal--2
Boss OD-1X Overdrive Guitar Effects Pedal,/items/boss-od-1x-overdrive-guitar-effects-pedal
Trombetta Robotone,/items/trombetta-robotone
EWS Subtle Volume Control,/items/ews-subtle-volume-control
Fulltone Full-Drive2 Mosfet,/items/fulltone-full-drive2-mosfet
Maxon SD-9 Sonic Distortion,/items/maxon-sd-9-sonic-distortion
Xotic Effects RC-Booster Scott Henderson,/items/xotic-effects-rc-booster-scott-henderson
Vertex Boost,/items/vertex-boost
Analog Man Beano Boost,/items/analog-man-beano-boost
Boss SE-70 Super Effects Processor,/items/boss-se-70-super-effects-processor
Arion SCH-1 Stereo Chorus Pedal,/items/arion-sch-1-stereo-chorus-pedal
Boss RC-3 Loop Station,/items/boss-rc-3-loop-station
Fishman TriplePlay Wireless Guitar Controller,/items/fishman-tripleplay-wireless-guitar-controller
Korg Pandora Mini,/items/korg-pandora-mini
Vox Wah Pedal,/items/vox-wah-pedal
Boss FV-500L Volume Pedal - Low Impedance,/items/boss-fv-500l-volume-pedal-low-impedance
Vemuram Jan Ray Overdrive,/items/vemuram-jan-ray-overdrive
Boss FV 300H Volume Pedal,/items/boss-fv-300h-volume-pedal
Xotic Robotalk,/items/xotic-robotalk
Danelectro DD-1 Fab Tone Distortion Pedal,/items/danelectro-dd-1-fab-tone-distortion-pedal--2
Boss DD-20 Giga Delay Digital Delay Pedal,/items/boss-dd-20-giga-delay-digital-delay-pedal
Electro-Harmonix V256,/items/electro-harmonix-v256
MXR Micro Flanger – M152,/items/mxr-micro-flanger-m152
MXR Cry Baby KFK Q Zone,/items/mxr-cry-baby-kfk-q-zone
Vox V845 Wah-Wah Pedal,/items/vox-v845-wah-wah-pedal
Boss SL-20 Slicer Twin Pedal,/items/boss-sl-20-slicer-twin-pedal
Wampler Ego Compressor,/items/wampler-ego-compressor
TC Electronic Shaker Mini Vibrato,/items/tc-electronic-shaker-mini-vibrato
Boss FV-500H Volume Pedal - High Impedance,/items/boss-fv-500h-volume-pedal-high-impedance
DigiTech GSP1101 Guitar Multi Effects Processor,/items/digitech-gsp1101-guitar-multi-effects-processor
Fractal Audio Axe-FX II,/items/fractal-audio-axe-fx-ii
Roland GR-33 Guitar Synthesizer,/items/roland-gr-33-guitar-synthesizer
DigiTech Studio Quad 4: 4-in 4-out multi-effects processor,/items/digitech-studio-quad-4-4-in-4-out-multi-effects-processor
Bad Bob Boost Pedal,/items/bad-bob-boost-pedal
ZVex Vexter Box of Rock Distortion Guitar Effects Pedal,/items/zvex-vexter-box-of-rock-distortion-guitar-effects-pedal
Catalinbread Echorec,/items/catalinbread-echorec
Peterson VSS-C Stomp Classic Strobotuner Pedal Tuner,/items/peterson-vss-c-stomp-classic-strobotuner-pedal-tuner
Electro-Harmonix Freeze Sound Retainer Compression Guitar Effects Pedal,/items/electro-harmonix-freeze-sound-retainer-compression-guitar-effects-pedal
Klon KTR Centaur Overdrive,/items/klon-ktr-centaur-overdrive
Way Huge Electronics Aqua-Puss MkII Analog Delay Guitar Effects Pedal,/items/way-huge-electronics-aqua-puss-mkii-analog-delay-guitar-effects-pedal
Line 6 FM4 Filter Modeler Guitar Effects Pedal,/items/line-6-fm4-filter-modeler-guitar-effects-pedal
Moog MF-105M Moogerfooger MIDI MuRF Analog Filter Guitar Effects Pedal,/items/moog-mf-105m-moogerfooger-midi-murf-analog-filter-guitar-effects-pedal
