equipment_names,equipment_urls
"Celestion G12M Greenback 12"" 25-Watt Speaker 8 Ohm",/items/celestion-g12m-greenback-12-25-watt-speaker-8-ohm
MXR M-133 Micro Amp Pedal,/items/mxr-m-133-micro-amp-pedal
Keeley Katana Pre Amp Guitar Effect Pedal,/items/keeley-katana-pre-amp-guitar-effect-pedal
Ibanez TS808 The Original Tube Screamer,/items/ibanez-ts808-the-original-tube-screamer
Roger Mayer Voodoo-1,/items/roger-mayer-voodoo-1
Ibanez TS9 Tube Screamer,/items/ibanez-ts9-tube-screamer
Line 6 DL4 Delay Pedal,/items/line-6-dl4-delay-pedal
Electro Harmonix Hog Guitar Synthesizer,/items/electro-harmonix-hog-guitar-synthesizer
Line 6 M5 Stompbox Modeler Guitar Multi Effects Pedal,/items/line-6-m5-stompbox-modeler-guitar-multi-effects-pedal
ZVex Vexter Box of Rock Distortion Guitar Effects Pedal,/items/zvex-vexter-box-of-rock-distortion-guitar-effects-pedal
Barber Tone Press Parallel Compressor,/items/barber-tone-press-parallel-compressor
Boss CS-3 Compression Sustainer,/items/boss-cs-3-compression-sustainer
Morley ABY Footswitch,/items/morley-aby-footswitch
Boss RC-3 Loop Station,/items/boss-rc-3-loop-station
Electro-Harmonix Deluxe Memory Man,/items/electro-harmonix-deluxe-memory-man
Electro-Harmonix Big Muff Pi,/items/electro-harmonix-big-muff-pi
Electro-Harmonix Cathedral Stereo Reverb Pedal,/items/electro-harmonix-cathedral-stereo-reverb-pedal
Electro-Harmonix XO Stereo Polyphase,/items/electro-harmonix-xo-stereo-polyphase
Electro-Harmonix Deluxe Electric Mistress,/items/electro-harmonix-deluxe-electric-mistress
Boss SD-1 Super OverDrive,/items/boss-sd-1-super-overdrive--2
Fuhrmann Analog Echo,/items/fuhrmann-analog-echo
Boss VE-20 Vocal Performer Twin Pedal,/items/boss-ve-20-vocal-performer-twin-pedal
Electro-Harmonix Small Stone Phase Shifter Effects Pedal,/items/electro-harmonix-small-stone-phase-shifter-effects-pedal
Handmade Tonebender Fuzz replica,/items/handmade-tonebender-fuzz-replica
Maxon PT-999 Phase Tone Pedal,/items/maxon-pt-999-phase-tone-pedal
Celestion Vintage 30,/items/celestion-vintage-30
DigiTech Whammy (4th Gen),/items/digitech-whammy-4th-gen
Danelectro FAB Chorus,/items/danelectro-fab-chorus
TC Electronic Flashback X4 Delay,/items/tc-electronic-flashback-x4-delay
Electro-Harmonix XO Bass Big Muff PI Distortion Effects Pedal,/items/electro-harmonix-xo-bass-big-muff-pi-distortion-effects-pedal
Roland EV-5 Expression Pedal,/items/roland-ev-5-expression-pedal
Boss GT-Pro,/items/boss-gt-pro
Voodoo Lab GCX Guitar Audio Switcher,/items/voodoo-lab-gcx-guitar-audio-switcher
Maxon OD820 Overdrive Pro,/items/maxon-od820-overdrive-pro
Boss DS-2 Turbo Distortion Pedal,/items/boss-ds-2-turbo-distortion-pedal
Morley Optical Volume Pedal,/items/morley-optical-volume-pedal
Boss CE-3 Chorus,/items/boss-ce-3-chorus
Boss TR-2 Tremolo Pedal,/items/boss-tr-2-tremolo-pedal
Diamond Vibrato Pedal,/items/diamond-vibrato-pedal
Boss Roland RE-20 Space Echo Pedal,/items/boss-roland-re-20-space-echo-pedal
Fulltone OCD Obsessive Compulsive Drive Overdrive Pedal,/items/fulltone-ocd-obsessive-compulsive-drive-overdrive-pedal
Maxon AF-9 Auto Filter,/items/maxon-af-9-auto-filter
Zvex Tremorama,/items/zvex-tremorama
Dwarfcraft Shiva Fuzz Guitar Effects Pedal,/items/dwarfcraft-shiva-fuzz-guitar-effects-pedal
SIB EchoDrive Overdrive Pedal,/items/sib-echodrive-overdrive-pedal
Seymour Duncan Pickup Booster,/items/seymour-duncan-pickup-booster
Boss SL-20 Slicer Twin Pedal,/items/boss-sl-20-slicer-twin-pedal
Boss RV-2 Digital Reverb,/items/boss-rv-2-digital-reverb
Real McCoy Custom RMC3 Wah Pedal,/items/real-mccoy-custom-rmc3-wah-pedal
MXR Dyna Comp Compressor M102,/items/mxr-dyna-comp-compressor-m102
Marshall Drivemaster,/items/marshall-drivemaster
Boss GE-7 Equalizer Pedal,/items/boss-ge-7-equalizer-pedal
Korg DT-10 Digital Pedal Tuner,/items/korg-dt-10-digital-pedal-tuner
Boss FS-5L Latching Footswitch,/items/boss-fs-5l-latching-footswitch
Line 6 POD X3 Live,/items/line-6-pod-x3-live
Line 6 Helix multi-effect processor,/items/line-6-helix-multi-effect-processor
Boss FV-500L Volume Pedal - Low Impedance,/items/boss-fv-500l-volume-pedal-low-impedance
Electro-Harmonix HOG Foot Controller,/items/electro-harmonix-hog-foot-controller
Ernie Ball VP JR. Passive Volume Pedal,/items/ernie-ball-vp-jr-passive-volume-pedal
Boss OD-3 OverDrive Guitar Effects Pedal,/items/boss-od-3-overdrive-guitar-effects-pedal
Mad Professor Little Green Wonder HW,/items/mad-professor-little-green-wonder-hw
Boss DD-7 Digital Delay,/items/boss-dd-7-digital-delay
TC Electronic NDR-1 Nova Drive,/items/tc-electronic-ndr-1-nova-drive
Akai E1 Headrush Delay/Looper,/items/akai-e1-headrush-delay-looper
Fulltone Tube Tape Echo,/items/fulltone-tube-tape-echo
Ibanez TS9DX Turbo Tube Screamer,/items/ibanez-ts9dx-turbo-tube-screamer
Death By Audio Interstellar Overdriver,/items/death-by-audio-interstellar-overdriver
Arbiter Fuzz Face (1967),/items/arbiter-fuzz-face-1967
Vox V846 Wah Wah Guitar Effects Pedal,/items/vox-v846-wah-wah-guitar-effects-pedal
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
Prescription Electronics Experience Octave Swell Fuzz Effects Pedal,/items/prescription-electronics-experience-octave-swell-fuzz-effects-pedal
Electro-Harmonix Classics USSR Big Muff Pi,/items/electro-harmonix-classics-ussr-big-muff-pi
Prescription Electronics Yardbox - 90`s USA Fuzz,/items/prescription-electronics-yardbox-90-s-usa-fuzz
Danelectro Back Talk Reverse Delay,/items/danelectro-back-talk-reverse-delay
THE AUSTONE Vibrostomp,/items/the-austone-vibrostomp
Maestro Fuzz-Tone,/items/maestro-fuzz-tone
MXR Distortion III,/items/mxr-distortion-iii
EAR-FUZZ Blue Buzz,/items/ear-fuzz-blue-buzz
TMR Bumble Buzz Yellow Fuzz,/items/tmr-bumble-buzz-yellow-fuzz
Dawner Prince Boonar Multi-Head Drum Echo,/items/dawner-prince-boonar-multi-head-drum-echo
Mica Fuzzder Fuzz Pedal 1969,/items/mica-fuzzder-fuzz-pedal-1969
Maxon Ph 350 Rotary Phaser,/items/maxon-ph-350-rotary-phaser
Maxon FL-9,/items/maxon-fl-9
Maxon OD-9 Overdrive,/items/maxon-od-9-overdrive
TC Electronic Hall Of Fame Mini Reverb Pedal with TonePrint,/items/tc-electronic-hall-of-fame-mini-reverb-pedal-with-toneprint
JHS SuperBolt,/items/jhs-superbolt
JHS Muffuletta 6-way Distortion Fuzz,/items/jhs-muffuletta-6-way-distortion-fuzz
Caroline Guitar Company Kilobyte Lo Fi Delay Pedal,/items/caroline-guitar-company-kilobyte-lo-fi-delay-pedal
JHS Colour Box Preamp Pedal,/items/jhs-colour-box-preamp-pedal
TC Electronic PolyTune Polyphonic Tuner Pedal,/items/tc-electronic-polytune-polyphonic-tuner-pedal
JHS Ruby Red RR (Butch Walker Signature),/items/jhs-ruby-red-rr-butch-walker-signature
Klon Centaur Professional Overdrive Guitar Pedal,/items/klon-centaur-professional-overdrive-guitar-pedal
Maxon AD80 Analog Delay,/items/maxon-ad80-analog-delay
Voodoo Lab Pedal Power 2 Plus,/items/voodoo-lab-pedal-power-2-plus
Budda Zenman Overdrive Guitar Pedal,/items/budda-zenman-overdrive-guitar-pedal
Way Huge Electronics Swollen Pickle MKII Jumbo Fuzz Pedal,/items/way-huge-electronics-swollen-pickle-mkii-jumbo-fuzz-pedal
Whirlwind Selector A/B Box,/items/whirlwind-selector-a-b-box
Electro-Harmonix Holy Grail Nano Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-nano-reverb-guitar-effects-pedal
MXR MC401 Boost/Line Driver,/items/mxr-mc401-boost-line-driver
Toad Works Barracuda Flanger,/items/toad-works-barracuda-flanger
Boss RC-20XL Loop Station,/items/boss-rc-20xl-loop-station
MXR M80 Bass DI+,/items/mxr-m80-bass-di
Boss RV-3 Digital Reverb/Delay Pedal,/items/boss-rv-3-digital-reverb-delay-pedal
Eventide Space Reverb Pedal,/items/eventide-space-reverb-pedal
MXR MC-402 Boost/Overdrive Pedal,/items/mxr-mc-402-boost-overdrive-pedal
Electro-Harmonix B9 Organ Machine,/items/electro-harmonix-b9-organ-machine
EarthQuaker Devices Monarch Overdrive Pedal,/items/earthquaker-devices-monarch-overdrive-pedal
EarthQuaker Devices Organizer,/items/earthquaker-devices-organizer
Ibanez AD9 Analog Delay Pedal,/items/ibanez-ad9-analog-delay-pedal
Dunlop Dimebag Signature Cry Baby Wah Wah,/items/dunlop-dimebag-signature-cry-baby-wah-wah
Electro-Harmonix Vintage Polychorus Pedal,/items/electro-harmonix-vintage-polychorus-pedal
Electro-Harmonix Small Clone Analog Chorus,/items/electro-harmonix-small-clone-analog-chorus
TC Electronic Hall Of Fame Reverb,/items/tc-electronic-hall-of-fame-reverb
Electro-Harmonix Small Stone (Nano Chassis) Analog Phase Shifter,/items/electro-harmonix-small-stone-nano-chassis-analog-phase-shifter
TC Electronic Vortex Flanger TonePrint Series Guitar Effects Pedal,/items/tc-electronic-vortex-flanger-toneprint-series-guitar-effects-pedal
TC Electronic Flashback Delay,/items/tc-electronic-flashback-delay
Tech 21 SansAmp Classic,/items/tech-21-sansamp-classic
MXR Iso-Brick Power Supply,/items/mxr-iso-brick-power-supply
Ibanez ES-2 Echo Shifter,/items/ibanez-es-2-echo-shifter
ISP Technologies Decimator II Noise Reduction Pedal,/items/isp-technologies-decimator-ii-noise-reduction-pedal
ZVex Vexter Series Fuzz Factory Guitar Effect Pedal,/items/zvex-vexter-series-fuzz-factory-guitar-effect-pedal
DigiTech Whammy (5th Gen),/items/digitech-whammy-5th-gen
Boss ML-2 Metal Core Guitar Effects Pedal,/items/boss-ml-2-metal-core-guitar-effects-pedal
Vertex Boost,/items/vertex-boost
Wren and Cuff Tall Font Russian,/items/wren-and-cuff-tall-font-russian
Boss OC-2 Octave Pedal,/items/boss-oc-2-octave-pedal
Electro-Harmonix Frequency Analyzer,/items/electro-harmonix-frequency-analyzer
Boss DD-3 Digital Delay,/items/boss-dd-3-digital-delay
Electro-Harmonix Freeze Sound Retainer Compression Guitar Effects Pedal,/items/electro-harmonix-freeze-sound-retainer-compression-guitar-effects-pedal
Neunaber Wet Mono Reverb Pedal,/items/neunaber-wet-mono-reverb-pedal
Voodoo Lab Pedal Power ISO-5,/items/voodoo-lab-pedal-power-iso-5
Strymon El Capistan dTape Echo Delay Pedal,/items/strymon-el-capistan-dtape-echo-delay-pedal
Dr. Scientist Reverberator,/items/dr-scientist-reverberator
Maxon SD-9 Sonic Distortion,/items/maxon-sd-9-sonic-distortion
G-Lab PB1 9V Power Box,/items/g-lab-pb1-9v-power-box
Vemuram Jan Ray Overdrive,/items/vemuram-jan-ray-overdrive
Boss ME-70 Guitar Multiple Effects,/items/boss-me-70-guitar-multiple-effects
MXR Custom Audio Electronics MC-403 Power Distributor,/items/mxr-custom-audio-electronics-mc-403-power-distributor
Boss FRV-1 '63 Fender Reverb Pedal,/items/boss-frv-1-63-fender-reverb-pedal
MXR M-132 Super Comp Compressor Pedal,/items/mxr-m-132-super-comp-compressor-pedal
Way Huge Electronics Green Rhino MkII Overdrive Guitar Effects Pedal,/items/way-huge-electronics-green-rhino-mkii-overdrive-guitar-effects-pedal
Way Huge Electronics Aqua-Puss MkII Analog Delay Guitar Effects Pedal,/items/way-huge-electronics-aqua-puss-mkii-analog-delay-guitar-effects-pedal
Foxtrot Captain Coconut,/items/foxtrot-captain-coconut
Pigtronix Aria Disnortion,/items/pigtronix-aria-disnortion
Pigtronix Philosopher King Pedal,/items/pigtronix-philosopher-king-pedal
Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,/items/boss-ps-6-harmonist-pitch-shifter-guitar-effects-pedal
DigiTech Multi Chorus - Chorus/Rotary Pedal,/items/digitech-multi-chorus-chorus-rotary-pedal
DigiTech TimeBender,/items/digitech-timebender
Boss OC-3 SUPER Octave Pedal,/items/boss-oc-3-super-octave-pedal
Dunlop GCB95 Cry Baby Wah Wah,/items/dunlop-gcb95-cry-baby-wah-wah
Fractal Audio Axe-FX II,/items/fractal-audio-axe-fx-ii
Death by Audio Fuzz War,/items/death-by-audio-fuzz-war
Death By Audio Fuzz War Overload,/items/death-by-audio-fuzz-war-overload
Radial Tonebone Classic Tube Distortion Pedal,/items/radial-tonebone-classic-tube-distortion-pedal
Korg G4 Toneworks Rotary Speaker Simulator,/items/korg-g4-toneworks-rotary-speaker-simulator
TC Electronic Nova System Limited,/items/tc-electronic-nova-system-limited
TC Electronic Nova System,/items/tc-electronic-nova-system
TC Electronic Corona Chorus,/items/tc-electronic-corona-chorus
TC Electronic Shaker Vibrato,/items/tc-electronic-shaker-vibrato
Carl Martin Dizzy Drive,/items/carl-martin-dizzy-drive
Vox Joe Satriani Big Bad Dual Wah Guitar Effects Pedal,/items/vox-joe-satriani-big-bad-dual-wah-guitar-effects-pedal
Carl Martin DC Drive,/items/carl-martin-dc-drive
MXR M-101 Phase 90 Pedal,/items/mxr-m-101-phase-90-pedal
Pro Co Rat 2 Distortion/Fuzz/Overdrive,/items/pro-co-rat-2-distortion-fuzz-overdrive
Korg Pitchblack Chromatic Pedal Tuner,/items/korg-pitchblack-chromatic-pedal-tuner
"Silver Spring reverb, Mad Professor",/items/silver-spring-reverb-mad-professor
Line 6 MM4 Modulation Guitar Effects Pedal,/items/line-6-mm4-modulation-guitar-effects-pedal
EarthQuaker Devices Bit Commander,/items/earthquaker-devices-bit-commander
Line 6 FM4 Filter Modeler Guitar Effects Pedal,/items/line-6-fm4-filter-modeler-guitar-effects-pedal
Morley Little Alligator Volume Pedal,/items/morley-little-alligator-volume-pedal
Greer Lightspeed Organic Overdrive,/items/greer-lightspeed-organic-overdrive
"Trailer Trash 30""x18"" Pedalboard",/items/trailer-trash-30-x18-pedalboard
Analog Man Sun Lion Fuzz Pedal,/items/analog-man-sun-lion-fuzz-pedal
Origin Effects SlideRIG,/items/origin-effects-sliderig
Fishman Aura Spectrum,/items/fishman-aura-spectrum
Voodoo Lab Pedal Power Digital Power Supply,/items/voodoo-lab-pedal-power-digital-power-supply
Strymon Deco Tape Saturation & Doubletracker,/items/strymon-deco-tape-saturation-doubletracker
Greer Amps Southland Harmonic Overdrive,/items/greer-amps-southland-harmonic-overdrive
Wampler Faux Tape Echo,/items/wampler-faux-tape-echo--2
Wampler Faux Spring Reverb,/items/wampler-faux-spring-reverb
RJM Mastermind GT/22 MIDI Foot Controller,/items/rjm-mastermind-gt-22-midi-foot-controller
Selah Effects Quartz Timer,/items/selah-effects-quartz-timer
Mission Engineering EP-1 Expression Pedal,/items/mission-engineering-ep-1-expression-pedal
TC Electronic Polytune Noir Mini 2 Pedal Tuner,/items/tc-electronic-polytune-noir-mini-2-pedal-tuner
Fulltone FatBoost V-1 Pedal,/items/fulltone-fatboost-v-1-pedal
Line 6 M9 Stompbox Modeler,/items/line-6-m9-stompbox-modeler
Fulltone PlimSoul,/items/fulltone-plimsoul
Boss RC-2 Loop Station,/items/boss-rc-2-loop-station
Strymon blueSky Reverberator Pedal,/items/strymon-bluesky-reverberator-pedal
Ernie Ball 6185 Wah Guitar Effects Pedal,/items/ernie-ball-6185-wah-guitar-effects-pedal
Retro-Sonic Stereo Chorus,/items/retro-sonic-stereo-chorus
Lexicon MPX G2,/items/lexicon-mpx-g2
CAE Line Mixer,/items/cae-line-mixer
TC Electronic G-Force Multi Effects Processor,/items/tc-electronic-g-force-multi-effects-processor
Korg DTR-1 Digital Tuner,/items/korg-dtr-1-digital-tuner
MXR M135 Smart Gate Noise Gate,/items/mxr-m135-smart-gate-noise-gate
Vox Joe Satriani Time Machine Delay Pedal,/items/vox-joe-satriani-time-machine-delay-pedal
Keeley Modded Ibanez TS9 Mod Plus Tube Screamer,/items/keeley-modded-ibanez-ts9-mod-plus-tube-screamer
Boss DS-1X Distortion Pedal,/items/boss-ds-1x-distortion-pedal
Boss OD-1X Overdrive Guitar Effects Pedal,/items/boss-od-1x-overdrive-guitar-effects-pedal
Electro-Harmonix Nano POG Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-nano-pog-polyphonic-octave-generator-guitar-effects-pedal
Boss RC-30 Loop Station,/items/boss-rc-30-loop-station
Ibanez Tube Screamer Mini,/items/ibanez-tube-screamer-mini
Fender Micro Compressor,/items/fender-micro-compressor
MXR Distortion+ M104,/items/mxr-distortion-m104
MXR M-103 Blue Box,/items/mxr-m-103-blue-box
Maxon FL-301 Flanger,/items/maxon-fl-301-flanger
Dunlop UV-1 Univibe,/items/dunlop-uv-1-univibe
Maxon OD808 Overdrive,/items/maxon-od808-overdrive
DigiTech Whammy Pitch-Shifting Pedal,/items/digitech-whammy-pitch-shifting-pedal
Way Huge Supa-Puss,/items/way-huge-supa-puss
Way Huge Echo Puss Analog Delay,/items/way-huge-echo-puss-analog-delay
Lovepedal Kalamazoo Overdrive Pedal Gold Limited Edition,/items/lovepedal-kalamazoo-overdrive-pedal-gold-limited-edition
Gibson Echoplex,/items/gibson-echoplex
MXR ZW90 Wylde Phase Pedal,/items/mxr-zw90-wylde-phase-pedal
Boss FA-1 Amplifier Pedal,/items/boss-fa-1-amplifier-pedal
EBS DynaVerb High Dynamics Stereo Reverb Pedal,/items/ebs-dynaverb-high-dynamics-stereo-reverb-pedal
MXR ZW38 Black Label Chorus,/items/mxr-zw38-black-label-chorus
Analog Man King of Tone Overdrive Guitar Effect Pedal,/items/analog-man-king-of-tone-overdrive-guitar-effect-pedal
La Sound Design PI 01,/items/la-sound-design-pi-01
Durham Electronics Sex Drive,/items/durham-electronics-sex-drive
Voodoo Lab Amp Selector,/items/voodoo-lab-amp-selector
Budda Budwah,/items/budda-budwah
Fishman Aura Sixteen Programmable Imaging Guitar Effects Pedal,/items/fishman-aura-sixteen-programmable-imaging-guitar-effects-pedal
F.E.T. Pre amplifier Steve Giles,/items/f-e-t-pre-amplifier-steve-giles
MXR Bass Octave M-88,/items/mxr-bass-octave-m-88
Boss PS-5 SUPER Shifter Pedal,/items/boss-ps-5-super-shifter-pedal
Custom Audio Electronics RS-5 MIDI Foot Controller,/items/custom-audio-electronics-rs-5-midi-foot-controller
Pro Co TurboRAT Pedal,/items/pro-co-turborat-pedal
RJM MasterMind MIDI Foot Controller,/items/rjm-mastermind-midi-foot-controller
Fractal Axe-Fx II XL+ Guitar Effects Processor,/items/fractal-axe-fx-ii-xl-guitar-effects-processor
Ibanez Tone-Lok WD7 Weeping Demon Wah Pedal,/items/ibanez-tone-lok-wd7-weeping-demon-wah-pedal
DigiTech Drop Polyphonic Drop Tune Pedal,/items/digitech-drop-polyphonic-drop-tune-pedal
T-Rex Fuel Tank Chameleon,/items/t-rex-fuel-tank-chameleon
Parmee Acoustics and Collins Electromagnetics (PA:CE) Automatic Double Tracker,/items/parmee-acoustics-and-collins-electromagnetics-pa-ce-automatic-double-tracker
Bell ADT Delay Unit,/items/bell-adt-delay-unit
Pro Co RAT Distortion Pedal,/items/pro-co-rat-distortion-pedal
Boss DM-2 Analog Delay,/items/boss-dm-2-analog-delay
Electro-Harmonix Stereo Memory Man with Hazarai,/items/electro-harmonix-stereo-memory-man-with-hazarai
Eventide PitchFactor Harmonizer,/items/eventide-pitchfactor-harmonizer
Catalinbread Echorec,/items/catalinbread-echorec
Moog MF-102 Moogerfooger Ring Modulator,/items/moog-mf-102-moogerfooger-ring-modulator
Green Carrot Pedals Dirty Radish Boost Pedal,/items/green-carrot-pedals-dirty-radish-boost-pedal
Green Carrot Pedals Infatuator Fuzz Pedal,/items/green-carrot-pedals-infatuator-fuzz-pedal
DigiTech XP-100 Whammy-Wah,/items/digitech-xp-100-whammy-wah
Electro-Harmonix Pitch Fork,/items/electro-harmonix-pitch-fork
Electro-Harmonix POG2 Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog2-polyphonic-octave-generator-guitar-effects-pedal
Dunlop DC-Brick Multi-Power Supply,/items/dunlop-dc-brick-multi-power-supply
Green Carrot Pedals Cornstarch Overdrive Pedal,/items/green-carrot-pedals-cornstarch-overdrive-pedal
Death by Audio Echo Dream 2,/items/death-by-audio-echo-dream-2
Danelectro DD-1 Fab Tone Distortion Pedal,/items/danelectro-dd-1-fab-tone-distortion-pedal--2
Boss DD-6 Digital Delay Pedal,/items/boss-dd-6-digital-delay-pedal
Electro-Harmonix Russian Big Muff Pi,/items/electro-harmonix-russian-big-muff-pi
Tech 21 SansAmp GT2 Tube Amp Emulator,/items/tech-21-sansamp-gt2-tube-amp-emulator
Walrus Audio Voyager Overdrive,/items/walrus-audio-voyager-overdrive
Blackstone Mosfet Overdrive,/items/blackstone-mosfet-overdrive
Keeley Compressor 2-Knob Effect Pedal,/items/keeley-compressor-2-knob-effect-pedal
Celestion Alnico Blue Speaker,/items/celestion-alnico-blue-speaker
Earthquaker Devices Black Eye Clean Boost,/items/earthquaker-devices-black-eye-clean-boost
Korg A4 effects processor,/items/korg-a4-effects-processor
Pedaltrain 2,/items/pedaltrain-2
Visual Sound 1 SPOT Combo Pack,/items/visual-sound-1-spot-combo-pack
Mr. Black Supermoon Chrome reverb pedal,/items/mr-black-supermoon-chrome-reverb-pedal
Bixonic Expandora EXP-2000R,/items/bixonic-expandora-exp-2000r
ProCo Rat,/items/proco-rat--3
Earthquaker Devices The Warden,/items/earthquaker-devices-the-warden
Walrus Audio Messner Transparent Light-Gain Overdrive,/items/walrus-audio-messner-transparent-light-gain-overdrive
Walrus Audio Harvester Overdrive,/items/walrus-audio-harvester-overdrive
Marino’s rack,/items/marino-s-rack
Frank Marino's Homemade Pedal Board,/items/frank-marino-s-homemade-pedal-board
"""Speaker cabs include two 2×15 , while a modded Marshall and 4×12""",/items/speaker-cabs-include-two-2x15-while-a-modded-marshall-and-4x12
2 Note Torpedo VB-101,/items/2-note-torpedo-vb-101
Pigtronix Philosopher's Tone Compressor Pedal,/items/pigtronix-philosopher-s-tone-compressor-pedal
Pigtronix FAT Drive,/items/pigtronix-fat-drive
Foxrox Paradox TZF,/items/foxrox-paradox-tzf
Foxrox Octron2 Octave Pedal,/items/foxrox-octron2-octave-pedal
Interfax Harmonic Percolator,/items/interfax-harmonic-percolator
Boss OD-2 Turbo Overdrive Guitar Effects Pedal,/items/boss-od-2-turbo-overdrive-guitar-effects-pedal
Boss BF-3 Flanger Pedal,/items/boss-bf-3-flanger-pedal
Dunlop Uni-Vibe Stereo Chorus,/items/dunlop-uni-vibe-stereo-chorus
Morley VAI-1 Steve Vai Bad Horsie Wah,/items/morley-vai-1-steve-vai-bad-horsie-wah
Electro-Harmonix Micro Synthesizer,/items/electro-harmonix-micro-synthesizer
LocoBox FL-01 (Flanger),/items/locobox-fl-01-flanger
ProCo R2DU Rat Rackmount,/items/proco-r2du-rat-rackmount
Maxon AD-9 Analog Delay Pro,/items/maxon-ad-9-analog-delay-pro
Korg Toneworks DTR-2000,/items/korg-toneworks-dtr-2000
VOX Clyde McCoy Wah Wah pedal,/items/vox-clyde-mccoy-wah-wah-pedal
JHS 4 Wheeler Guitar Effects Pedal,/items/jhs-4-wheeler-guitar-effects-pedal
Analogman Mini Bi-Comp Compressor Effects Pedal,/items/analogman-mini-bi-comp-compressor-effects-pedal
Aguilar Filter Twin Dual Envelope Filter Effects Bass Pedal,/items/aguilar-filter-twin-dual-envelope-filter-effects-bass-pedal
JHS Double Barrel 2-in-1 Dual Overdrive Pedal,/items/jhs-double-barrel-2-in-1-dual-overdrive-pedal
Boss DD-5 Digital Delay,/items/boss-dd-5-digital-delay
JHS Mini Tap Tempo,/items/jhs-mini-tap-tempo
JHS Honey Comb Deluxe Dual Speed Tremolo Pedal,/items/jhs-honey-comb-deluxe-dual-speed-tremolo-pedal
JHS banana boost,/items/jhs-banana-boost
