equipment_names,equipment_urls
Korg Toneworks DTR-2000,/items/korg-toneworks-dtr-2000
Ibanez Tube Screamer Mini,/items/ibanez-tube-screamer-mini
Diamond Memory Lane 2,/items/diamond-memory-lane-2
Diamond J-Drive MK3 Guitar Effects Pedal,/items/diamond-j-drive-mk3-guitar-effects-pedal
Electro-Harmonix Micro POG,/items/electro-harmonix-micro-pog
MXR M-101 Phase 90 Pedal,/items/mxr-m-101-phase-90-pedal
Furman SPB-8C Stereo Pedal Board,/items/furman-spb-8c-stereo-pedal-board
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
Boss FZ-5 Fuzz Guitar Effects Pedal,/items/boss-fz-5-fuzz-guitar-effects-pedal
Devi Ever Destructo Noctavia,/items/devi-ever-destructo-noctavia
Boss LoopStation,/items/boss-loopstation
Custom built Six Organs pedal by Bill Skibbe,/items/custom-built-six-organs-pedal-by-bill-skibbe
Fulltone GT-500 Booster/Distortion,/items/fulltone-gt-500-booster-distortion
Pro Co Rat 2 Distortion/Fuzz/Overdrive,/items/pro-co-rat-2-distortion-fuzz-overdrive
Line 6 M9 Stompbox Modeler,/items/line-6-m9-stompbox-modeler
DigiTech JamMan Delay,/items/digitech-jamman-delay
TC Helicon VoiceLive 3 Multi Effects Pedal,/items/tc-helicon-voicelive-3-multi-effects-pedal
Fulltone Ultimate Octave Pedal,/items/fulltone-ultimate-octave-pedal
DigiTech HardWire Series CM-2 Tube Overdrive Guitar Effects Pedal,/items/digitech-hardwire-series-cm-2-tube-overdrive-guitar-effects-pedal
Electro-Harmonix Ring-Thing,/items/electro-harmonix-ring-thing
Boss PW-10 Wah Pedal,/items/boss-pw-10-wah-pedal
Line 6 ToneCore Echo Park Delay Guitar Effects Pedal,/items/line-6-tonecore-echo-park-delay-guitar-effects-pedal
TC Electronic Flashback X4 Delay,/items/tc-electronic-flashback-x4-delay
DigiTech TimeBender,/items/digitech-timebender
TC Electronic Ditto X2 Looper Effects Pedal,/items/tc-electronic-ditto-x2-looper-effects-pedal
Two Notes Torpedo Reload,/items/two-notes-torpedo-reload
Rocktron Utopia G300,/items/rocktron-utopia-g300
Rocktron Utopia G200,/items/rocktron-utopia-g200
Morley Steve Vai Bad Horsie 2 Contour Wah Pedal,/items/morley-steve-vai-bad-horsie-2-contour-wah-pedal
TC Electronic Hall Of Fame Reverb,/items/tc-electronic-hall-of-fame-reverb
TC Electronic Flashback Delay,/items/tc-electronic-flashback-delay
TC Electronic MojoMojo Overdrive,/items/tc-electronic-mojomojo-overdrive
Mooer Yellow Comp,/items/mooer-yellow-comp
Morley Classic Optical Wah-Wah Pedal,/items/morley-classic-optical-wah-wah-pedal
Roland GR-33 Guitar Synthesizer,/items/roland-gr-33-guitar-synthesizer
Smallsound/Bigsound Mini,/items/smallsound-bigsound-mini
Stomp Under Foot Ram's Head,/items/stomp-under-foot-ram-s-head
Smallsound/Bigsound Team Awesome! Fuzz Machine,/items/smallsound-bigsound-team-awesome-fuzz-machine
Boss OC-3 SUPER Octave Pedal,/items/boss-oc-3-super-octave-pedal
Stone Deaf PDF-1 Parametric Distortion Filter,/items/stone-deaf-pdf-1-parametric-distortion-filter
Tech 21 SansAmp Bass Driver DI,/items/tech-21-sansamp-bass-driver-di
Ibanez TS808 The Original Tube Screamer,/items/ibanez-ts808-the-original-tube-screamer
Electro-Harmonix Big Muff Pi,/items/electro-harmonix-big-muff-pi
Danelectro DE-1 Dan-Echo Delay,/items/danelectro-de-1-dan-echo-delay
Dedalo MODULO LUNAR - Phaser (MOD-5) - Effect Pedal,/items/dedalo-modulo-lunar-phaser-mod-5-effect-pedal
Dedalo MAQUINA DEL TIEMPO - Tape Delay (MDT-5) - Effect Pedal,/items/dedalo-maquina-del-tiempo-tape-delay-mdt-5-effect-pedal
Dedalo REVOLVER - Overdrive Booster (RVO-3),/items/dedalo-revolver-overdrive-booster-rvo-3
Boss DS-2 Turbo Distortion Pedal,/items/boss-ds-2-turbo-distortion-pedal
Zoom B1on Multieffects Processor,/items/zoom-b1on-multieffects-processor
Blackout Effectors Twosome Dual Fuzz,/items/blackout-effectors-twosome-dual-fuzz
DigiTech Whammy Pitch-Shifting Pedal,/items/digitech-whammy-pitch-shifting-pedal
KHKD n°1 Overdrive,/items/khkd-n-1-overdrive
KHDK Ghoul Screamer Effect Pedal,/items/khdk-ghoul-screamer-effect-pedal
MXR Carbon Copy Analog Delay,/items/mxr-carbon-copy-analog-delay
Electro-Harmonix Stereo Memory Man with Hazarai,/items/electro-harmonix-stereo-memory-man-with-hazarai
ZVex Vexter Box of Rock Distortion Guitar Effects Pedal,/items/zvex-vexter-box-of-rock-distortion-guitar-effects-pedal
Zoom 606 Guitar,/items/zoom-606-guitar
Fuzzrocious Rat Tail,/items/fuzzrocious-rat-tail
Way Huge Electronics Swollen Pickle MKII Jumbo Fuzz Pedal,/items/way-huge-electronics-swollen-pickle-mkii-jumbo-fuzz-pedal
Electro-Harmonix Holy Grail Nano Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-nano-reverb-guitar-effects-pedal
MXR M-133 Micro Amp Pedal,/items/mxr-m-133-micro-amp-pedal
MXR M-234 Analog Chorus,/items/mxr-m-234-analog-chorus
Boss LS-2 Line Selector/Power Supply,/items/boss-ls-2-line-selector-power-supply
Morley VAI-1 Steve Vai Bad Horsie Wah,/items/morley-vai-1-steve-vai-bad-horsie-wah
Mesa Engineering Tone-Burst Boost Pedal,/items/mesa-engineering-tone-burst-boost-pedal
Mesa/Boogie Grid Slammer Overdrive,/items/mesa-boogie-grid-slammer-overdrive
Cusack Screamer Fuzz Pedal,/items/cusack-screamer-fuzz-pedal
Cusack Tap-a-Whirl Tremolo Pedal,/items/cusack-tap-a-whirl-tremolo-pedal
MXR Flanger Guitar Effects Pedal,/items/mxr-flanger-guitar-effects-pedal
Boss DSD-2 Digital Sampler/Delay,/items/boss-dsd-2-digital-sampler-delay
Seymour Duncan Shapeshifter Stereo Tremolo,/items/seymour-duncan-shapeshifter-stereo-tremolo
Seymour Duncan Pickup Booster,/items/seymour-duncan-pickup-booster
Seymour Duncan 805 Overdrive,/items/seymour-duncan-805-overdrive
Seymour Duncan Vise Grip Compressor,/items/seymour-duncan-vise-grip-compressor
Seymour Duncan Vapour Trail Analog Delay,/items/seymour-duncan-vapour-trail-analog-delay
Blue Bluebird,/items/blue-bluebird
Marshall MXL 770,/items/marshall-mxl-770
Epiphone SG Special,/items/epiphone-sg-special
Ibanez AS53,/items/ibanez-as53
Epiphone PR-4E,/items/epiphone-pr-4e
Fender CD-60 Acoustic,/items/fender-cd-60-acoustic
Epiphone EJ-160E,/items/epiphone-ej-160e
Ibanez AVN6 Artwood Vintage Distressed Parlor Acoustic Guitar,/items/ibanez-avn6-artwood-vintage-distressed-parlor-acoustic-guitar
Vox Pathfinder 10,/items/vox-pathfinder-10
Vox Pathfinder 10 Union Jack,/items/vox-pathfinder-10-union-jack
NuX Mod Core,/items/nux-mod-core
TC Electronic Spark Mini Booster,/items/tc-electronic-spark-mini-booster
Vox Stomplab IIG,/items/vox-stomplab-iig
MXR EVH-117 Eddie Van Halen Flanger,/items/mxr-evh-117-eddie-van-halen-flanger
Fulltone Full Drive 3,/items/fulltone-full-drive-3
Joyo Tremolo,/items/joyo-tremolo
Pedaltrain Nano,/items/pedaltrain-nano
Epiphone PR-4E Amplifier,/items/epiphone-pr-4e-amplifier
Focusrite Scarlett Solo 2nd Gen,/items/focusrite-scarlett-solo-2nd-gen
Alesis QX25 25-Key Advanced USB/MIDI keyboard Controller,/items/alesis-qx25-25-key-advanced-usb-midi-keyboard-controller
Beats by Dre Pro Headphones,/items/beats-by-dre-pro-headphones
"Passive Di direct box 1/4"" instrument to balanced & unbalanced XLR",/items/passive-di-direct-box-1-4-instrument-to-balanced-unbalanced-xlr
Wally Looper Hotone,/items/wally-looper-hotone
donner noise killer,/items/donner-noise-killer
Hohner 532/20 MS C Blues Harp,/items/hohner-532-20-ms-c-blues-harp
DigiTech DigiVerb Digital Reverb Pedal,/items/digitech-digiverb-digital-reverb-pedal
MXR distortion + (late seventies model),/items/mxr-distortion-late-seventies-model
Boss DF-2 Super Distortion & Feedbacker,/items/boss-df-2-super-distortion-feedbacker
Electro-Harmonix Big Muff Pi with Tone Wicker,/items/electro-harmonix-big-muff-pi-with-tone-wicker
Pro Co RAT Distortion Pedal,/items/pro-co-rat-distortion-pedal
Behringer DR100 Digital Reverb,/items/behringer-dr100-digital-reverb
Free The Tone Gigs Boson,/items/free-the-tone-gigs-boson
Providence Stampede DT,/items/providence-stampede-dt
Free The Tone Audio Routing Controller ARC-3,/items/free-the-tone-audio-routing-controller-arc-3
Free The Tone Silky Comp,/items/free-the-tone-silky-comp
Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,/items/boss-ps-6-harmonist-pitch-shifter-guitar-effects-pedal
Strymon BigSky - Multidimensional Reverberator - Reverb Pedal,/items/strymon-bigsky-multidimensional-reverberator-reverb-pedal
Boss FV-500L Volume Pedal - Low Impedance,/items/boss-fv-500l-volume-pedal-low-impedance
Sunrise SB-1 Mono Preamp Buffer Box,/items/sunrise-sb-1-mono-preamp-buffer-box
Hermida Audio Zendrive Overdrive Effects Pedal,/items/hermida-audio-zendrive-overdrive-effects-pedal
Klon Centaur Professional Overdrive Guitar Pedal,/items/klon-centaur-professional-overdrive-guitar-pedal
Menatone Chawbox Octave Fuzz,/items/menatone-chawbox-octave-fuzz
Dunlop JD-4S Rotovibe,/items/dunlop-jd-4s-rotovibe
Pete Cornish SS-3,/items/pete-cornish-ss-3
Cornish NG-2 Fuzz pedal,/items/cornish-ng-2-fuzz-pedal
Earthquaker Devices Pitch Bay,/items/earthquaker-devices-pitch-bay
Earthquaker Devices Dunes,/items/earthquaker-devices-dunes
Catalinbread Callisto,/items/catalinbread-callisto
EarthQuaker Devices Monarch Overdrive Pedal,/items/earthquaker-devices-monarch-overdrive-pedal
Empress ParaEq,/items/empress-paraeq
Boss RV-3 Digital Reverb/Delay Pedal,/items/boss-rv-3-digital-reverb-delay-pedal
Danelectro Fab Flange Effect Pedal,/items/danelectro-fab-flange-effect-pedal
D. Scientist Sunny Day Delay,/items/d-scientist-sunny-day-delay
Earthquaker Devices Dirt Transmitter Fuzz Pedal,/items/earthquaker-devices-dirt-transmitter-fuzz-pedal
Electro-Harmonix POG2 Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog2-polyphonic-octave-generator-guitar-effects-pedal
Fulltone Fulldrive 2,/items/fulltone-fulldrive-2
Wattson Super Fuzz FY 6,/items/wattson-super-fuzz-fy-6
Marshall MX412 Angled cabinet,/items/marshall-mx412-angled-cabinet
Boss RC-20 Loop Station,/items/boss-rc-20-loop-station
Boss Tuner App,/items/boss-tuner-app
Moog Minifooger MF Ring Ring Modulator,/items/moog-minifooger-mf-ring-ring-modulator
Eventide H9 Harmonizer Multi-Effects Pedal,/items/eventide-h9-harmonizer-multi-effects-pedal
Roland FC-200 MIDI Foot Controller,/items/roland-fc-200-midi-foot-controller
TC Helicon VoiceTone C1 Vocal Effects Processor,/items/tc-helicon-voicetone-c1-vocal-effects-processor
DigiTech Hardwire TL-2 Metal Distortion,/items/digitech-hardwire-tl-2-metal-distortion
DigiTech iStomp,/items/digitech-istomp
Electro-Harmonix Worm,/items/electro-harmonix-worm
Death by Audio Apocalypse Pedal,/items/death-by-audio-apocalypse-pedal
EarthQuaker Devices Rainbow Machine Polyphonic Pitch Mesmerizer Guitar Effects Pedal,/items/earthquaker-devices-rainbow-machine-polyphonic-pitch-mesmerizer-guitar-effects-pedal
Pigtronix Echolution 2 Deluxe,/items/pigtronix-echolution-2-deluxe
Eventide PitchFactor Harmonizer,/items/eventide-pitchfactor-harmonizer
Dr Scientist BitQuest!,/items/dr-scientist-bitquest
Voodoo Lab - Pedal Power® 4x4,/items/voodoo-lab-pedal-power-4x4
Lovetone Big Cheese,/items/lovetone-big-cheese
Lehle Dual A/B Switcher,/items/lehle-dual-a-b-switcher
MASF Pedals Raptio Glitch Delay,/items/masf-pedals-raptio-glitch-delay
Hexe Revolver 2,/items/hexe-revolver-2
RJM Music MasterMind GT-10 Controller,/items/rjm-music-mastermind-gt-10-controller
Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,/items/red-panda-lab-particle-granular-delay-pitch-shifting-pedal
Lastgasp Art Laboratories Gomorrah,/items/lastgasp-art-laboratories-gomorrah
M-Audio EX-P Universal Expression Controller Pedal,/items/m-audio-ex-p-universal-expression-controller-pedal
Boss PS-2 Digital Pitch Shifter/Delay,/items/boss-ps-2-digital-pitch-shifter-delay
T-Rex Fuel Tank Chameleon,/items/t-rex-fuel-tank-chameleon
Electro-Harmonix Cathedral Stereo Reverb Pedal,/items/electro-harmonix-cathedral-stereo-reverb-pedal
Pigtronix Echolution Multi-Tap Delay Pedal,/items/pigtronix-echolution-multi-tap-delay-pedal
Death by Audio Echo Dream 2,/items/death-by-audio-echo-dream-2
Pigtronix Echolution 2 Remote,/items/pigtronix-echolution-2-remote
Boss MT-2 Metal Zone Guitar Effects Pedal,/items/boss-mt-2-metal-zone-guitar-effects-pedal
Jetter GS 124,/items/jetter-gs-124
Van Weelden Royal Overdrive,/items/van-weelden-royal-overdrive
Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,/items/electro-harmonix-deluxe-memory-man-classic-chassis-analog-delay-chorus-vibrato
TC Electronic Stereo Chorus Flanger,/items/tc-electronic-stereo-chorus-flanger
Boss RV-5 Digital Reverb Effects Pedal,/items/boss-rv-5-digital-reverb-effects-pedal
Line 6 POD 2.0,/items/line-6-pod-2-0
TC Electronic Polytune Mini,/items/tc-electronic-polytune-mini
EarthQuaker Devices Palisades Overdrive,/items/earthquaker-devices-palisades-overdrive
Ibanez Tone-Lok CF7 Chorus Flanger Pedal,/items/ibanez-tone-lok-cf7-chorus-flanger-pedal
Mr. Black Eterna Gold Effects Pedal,/items/mr-black-eterna-gold-effects-pedal
boss super feedbacker & distortion,/items/boss-super-feedbacker-distortion
Celestion G12T-75 75-Watt Guitar Speaker,/items/celestion-g12t-75-75-watt-guitar-speaker
Boss Roland RE-20 Space Echo Pedal,/items/boss-roland-re-20-space-echo-pedal
Electro-Harmonix Russian Big Muff Pi,/items/electro-harmonix-russian-big-muff-pi
MXR DC Brick™ Power Supply – M237,/items/mxr-dc-brick-power-supply-m237
DigiTech HT-6 PolyChromatic Tuner,/items/digitech-ht-6-polychromatic-tuner
Ibanez UE 300,/items/ibanez-ue-300
Electro-Harmonix POG Polyphonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-pog-polyphonic-octave-generator-guitar-effects-pedal
Origin Effects Cali76 Compact,/items/origin-effects-cali76-compact
Wampler Dual Fusion Overdrive,/items/wampler-dual-fusion-overdrive
Strymon blueSky Reverberator Pedal,/items/strymon-bluesky-reverberator-pedal
Fractal Axe-Fx II Guitar Effects Processor,/items/fractal-axe-fx-ii-guitar-effects-processor
Dunlop GCB95F Cry Baby Classic Wah Wah,/items/dunlop-gcb95f-cry-baby-classic-wah-wah
Analog Man King of Tone Overdrive Guitar Effect Pedal,/items/analog-man-king-of-tone-overdrive-guitar-effect-pedal
Source Audio Soundblox Multiwave Distortion,/items/source-audio-soundblox-multiwave-distortion
TC Electronic Sentry Noise Gate Guitar Pedal,/items/tc-electronic-sentry-noise-gate-guitar-pedal
Boss FS-5U Nonlatching Footswitch,/items/boss-fs-5u-nonlatching-footswitch
DigiTech Drop Polyphonic Drop Tune Pedal,/items/digitech-drop-polyphonic-drop-tune-pedal
Gig Rig G2 Switching System,/items/gig-rig-g2-switching-system
Fender Jaguar Electric Guitar,/items/fender-jaguar-electric-guitar
Orange Amplifiers Rockerverb 100 MK II 100W Tube Guitar Amp Head,/items/orange-amplifiers-rockerverb-100-mk-ii-100w-tube-guitar-amp-head
Cult Germanium Overdrive,/items/cult-germanium-overdrive
Joe Gore Duh Remedial Fuzz,/items/joe-gore-duh-remedial-fuzz
Joe Gore Filth Fuzz,/items/joe-gore-filth-fuzz
Joe Gore Gross Distortion,/items/joe-gore-gross-distortion
Line 6 DL4 Delay Modeler,/items/line-6-dl4-delay-modeler--2
Death by Audio Fuzz War,/items/death-by-audio-fuzz-war
Analog Man Bi-Chorus,/items/analog-man-bi-chorus
Blackstar HT Series HT-DUAL Tube Dual Distortion Guitar Effects Pedal,/items/blackstar-ht-series-ht-dual-tube-dual-distortion-guitar-effects-pedal
Tech 21 SansAmp GT2 Tube Amp Emulator,/items/tech-21-sansamp-gt2-tube-amp-emulator
Wren and Cuff Tall Font Russian,/items/wren-and-cuff-tall-font-russian
ZVex Fat Fuzz Factory,/items/zvex-fat-fuzz-factory
Electro-Harmonix Soul Food Overdrive,/items/electro-harmonix-soul-food-overdrive
DigiTech Hardwire RV-7 Reverb,/items/digitech-hardwire-rv-7-reverb
Electro Harmonix Superego Synth Engine,/items/electro-harmonix-superego-synth-engine
TC Electronic Corona Mini,/items/tc-electronic-corona-mini
Xotic Effects SP Compressor Pedal,/items/xotic-effects-sp-compressor-pedal
TC Electronic PolyTune 2 Mini,/items/tc-electronic-polytune-2-mini
Ernie Ball VP JR. Passive Volume Pedal,/items/ernie-ball-vp-jr-passive-volume-pedal
Walrus Audio Jupiter Fuzz,/items/walrus-audio-jupiter-fuzz
Walrus Audio Harvester Overdrive,/items/walrus-audio-harvester-overdrive
Earthquaker Devices Interstellar Orbiter • Dual Resonant Filter,/items/earthquaker-devices-interstellar-orbiter-dual-resonant-filter
Walrus Audio Bellwether Analog Delay with Tap Tempo,/items/walrus-audio-bellwether-analog-delay-with-tap-tempo
Walrus Audio Aetos 8-Output Power Supply,/items/walrus-audio-aetos-8-output-power-supply
Electro-Harmonix Green Russian Big Muff Pi,/items/electro-harmonix-green-russian-big-muff-pi
Line 6 POD HD500,/items/line-6-pod-hd500
DigiTech Polara Reverb,/items/digitech-polara-reverb
Boss CH-1 SUPER Chorus Pedal,/items/boss-ch-1-super-chorus-pedal
Walrus Audio Voyager Overdrive,/items/walrus-audio-voyager-overdrive
Electro-Harmonix Freeze Sound Retainer Compression Guitar Effects Pedal,/items/electro-harmonix-freeze-sound-retainer-compression-guitar-effects-pedal
Prescription Electronics Experience Octave Swell Fuzz Effects Pedal,/items/prescription-electronics-experience-octave-swell-fuzz-effects-pedal
Morley Abc Selector Combiner Switch,/items/morley-abc-selector-combiner-switch
DeArmond 1800 Wa-Wa combination volume,/items/dearmond-1800-wa-wa-combination-volume
Boss ME25 Guitar Multi-Effects Pedal,/items/boss-me25-guitar-multi-effects-pedal
Buffalo Audio White Pony,/items/buffalo-audio-white-pony
Behringer Hellbabe HB01 Wah Pedal,/items/behringer-hellbabe-hb01-wah-pedal
Ibanez Tubescreamer TS 7,/items/ibanez-tubescreamer-ts-7
Line 6 POD X3 Live,/items/line-6-pod-x3-live
EarthQuaker Devices Sea Machine V2 Super Chorus,/items/earthquaker-devices-sea-machine-v2-super-chorus
Fulltone Clyde Deluxe Wah,/items/fulltone-clyde-deluxe-wah
Boss od-2,/items/boss-od-2
Boss HM-2 Heavy Metal Distortion Effects Pedal,/items/boss-hm-2-heavy-metal-distortion-effects-pedal
Boss CE-3 Chorus,/items/boss-ce-3-chorus
