equipment_names,equipment_urls
T-Rex Engineering Replica Delay/Echo Pedal,/items/t-rex-engineering-replica-delay-echo-pedal
Dunlop Uni-Vibe Stereo Chorus,/items/dunlop-uni-vibe-stereo-chorus
T-Rex Engineering Michael Angelo Batio Overdrive Guitar Pedal,/items/t-rex-engineering-michael-angelo-batio-overdrive-guitar-pedal
Ibanez TS808HWB Hand-Wired Tube Screamer,/items/ibanez-ts808hwb-hand-wired-tube-screamer
Dunlop UV-1 Univibe,/items/dunlop-uv-1-univibe
T-Rex Engineering Octavius Octave Guitar Effects Pedal,/items/t-rex-engineering-octavius-octave-guitar-effects-pedal
G Lab Smooth Delay SD-1,/items/g-lab-smooth-delay-sd-1
Pete Cornish Lou Reed Effects System,/items/pete-cornish-lou-reed-effects-system
Pigtronix Philosopher King Pedal,/items/pigtronix-philosopher-king-pedal
DigiTech Whammy II Guitar Effects Pedal,/items/digitech-whammy-ii-guitar-effects-pedal
Ernie Ball 6166 Mono Volume Pedal,/items/ernie-ball-6166-mono-volume-pedal
BOSS GT-6,/items/boss-gt-6
Zvex Super Hard On Boost Pedal,/items/zvex-super-hard-on-boost-pedal
Boss LS-2 Line Selector/Power Supply,/items/boss-ls-2-line-selector-power-supply
BOSS GT-5 Guitar Effects Processor,/items/boss-gt-5-guitar-effects-processor
Electro-Harmonix Holy Grail Reverb Guitar Effects Pedal,/items/electro-harmonix-holy-grail-reverb-guitar-effects-pedal
DOD FX25B Envelope Filter,/items/dod-fx25b-envelope-filter
Line 6 FM4 Filter Modeler Guitar Effects Pedal,/items/line-6-fm4-filter-modeler-guitar-effects-pedal
Roger Mayer Octavia,/items/roger-mayer-octavia--2
Vox V847A Wah-Wah Pedal,/items/vox-v847a-wah-wah-pedal
DigiTech Whammy (5th Gen),/items/digitech-whammy-5th-gen
Nady TD-1 Tube Distortion Pedal,/items/nady-td-1-tube-distortion-pedal
Fender Runaway Pedal 120,/items/fender-runaway-pedal-120
DigiTech Bass Synth Wah - Envelope Filter,/items/digitech-bass-synth-wah-envelope-filter
MXR Orange Phase 90,/items/mxr-orange-phase-90
Boss FZ-2 Hyper Fuzz,/items/boss-fz-2-hyper-fuzz
ZVex Vexter Series VSD Super Duper 2-in-1 Boost Guitar Effects Pedal,/items/zvex-vexter-series-vsd-super-duper-2-in-1-boost-guitar-effects-pedal
ZVex Vexter Box of Rock Distortion Guitar Effects Pedal,/items/zvex-vexter-box-of-rock-distortion-guitar-effects-pedal
Eventide Space Reverb Pedal,/items/eventide-space-reverb-pedal
Eventide TimeFactor Twin Delay Guitar Effects Pedal,/items/eventide-timefactor-twin-delay-guitar-effects-pedal
MXR M134 Stereo Chorus,/items/mxr-m134-stereo-chorus
Voodoo Lab Pedal Switcher,/items/voodoo-lab-pedal-switcher
Electro-Harmonix USA Bassballs Twin Envelope Follower,/items/electro-harmonix-usa-bassballs-twin-envelope-follower
Dunlop JD-4S Rotovibe,/items/dunlop-jd-4s-rotovibe
MXR M-108 Ten Band Graphic Equalizer Pedal,/items/mxr-m-108-ten-band-graphic-equalizer-pedal
MXR MC401 Boost/Line Driver,/items/mxr-mc401-boost-line-driver
MXR Auto Q Envelope Filter M120,/items/mxr-auto-q-envelope-filter-m120
pigtronix mothership,/items/pigtronix-mothership
Pigtronix Philosopher's Tone Compressor Pedal,/items/pigtronix-philosopher-s-tone-compressor-pedal
Death by Audio Fuzz War,/items/death-by-audio-fuzz-war
Maxon OD820 Overdrive Pro,/items/maxon-od820-overdrive-pro
Peterson Stomp Classic Strobe Tuner,/items/peterson-stomp-classic-strobe-tuner
Boss GT-Pro,/items/boss-gt-pro
MXR Carbon Copy Analog Delay,/items/mxr-carbon-copy-analog-delay
Electro-Harmonix Bassballs,/items/electro-harmonix-bassballs
Boss SD-1 Super OverDrive,/items/boss-sd-1-super-overdrive--2
MXR Fuzz Unit Jimi Hendrix System,/items/mxr-fuzz-unit-jimi-hendrix-system
Fishman Aura Sixteen Programmable Imaging Guitar Effects Pedal,/items/fishman-aura-sixteen-programmable-imaging-guitar-effects-pedal
RJM MasterMind MIDI Foot Controller,/items/rjm-mastermind-midi-foot-controller
Chandler Limited Little Devil Colored Boost Pedal,/items/chandler-limited-little-devil-colored-boost-pedal
Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,/items/boss-ps-6-harmonist-pitch-shifter-guitar-effects-pedal
Tech 21 SansAmp Bass Driver DI,/items/tech-21-sansamp-bass-driver-di
EarthQuaker Devices Hoof,/items/earthquaker-devices-hoof
EarthQuaker Devices Dispatch Master,/items/earthquaker-devices-dispatch-master
EarthQuaker Devices Bit Commander,/items/earthquaker-devices-bit-commander
Boss PH-2 Super Phaser Guitar Effects Pedal,/items/boss-ph-2-super-phaser-guitar-effects-pedal
Tech 21 SansAmp Classic,/items/tech-21-sansamp-classic
Electro-Harmonix Electric Mistress Flanger/Filter Matrix,/items/electro-harmonix-electric-mistress-flanger-filter-matrix
Zoom 505 Multi-effects Electric Guitar Pedal,/items/zoom-505-multi-effects-electric-guitar-pedal
Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,/items/electro-harmonix-deluxe-memory-man-classic-chassis-analog-delay-chorus-vibrato
Boss PN-2 Tremolo/Pan Guitar Effects Pedal,/items/boss-pn-2-tremolo-pan-guitar-effects-pedal
Pro Co RAT Distortion Pedal,/items/pro-co-rat-distortion-pedal
MXR M-107 Phase 100 Effects Pedal,/items/mxr-m-107-phase-100-effects-pedal
Line 6 DM4 Distortion Modeler,/items/line-6-dm4-distortion-modeler
Whirlwind Selector A/B Box,/items/whirlwind-selector-a-b-box
TC Electronic Shaker Vibrato,/items/tc-electronic-shaker-vibrato
TC Electronic Flashback X4 Delay,/items/tc-electronic-flashback-x4-delay
TC Electronic Ditto Looper Guitar Effects Pedal,/items/tc-electronic-ditto-looper-guitar-effects-pedal
Furman PQ-3,/items/furman-pq-3
CAE Amp Switcher,/items/cae-amp-switcher
Boss SE-70 Super Effects Processor,/items/boss-se-70-super-effects-processor
CAE Line Mixer,/items/cae-line-mixer
Moollon Chorus,/items/moollon-chorus
Majik Box Doug Aldrich Rocket Fuel Overdrive,/items/majik-box-doug-aldrich-rocket-fuel-overdrive
Custom Audio Electronics RS-10 MKII,/items/custom-audio-electronics-rs-10-mkii
Custom Audio Electronics 4x4 Audio Controller,/items/custom-audio-electronics-4x4-audio-controller
Custom Audio Electronics Power Supply,/items/custom-audio-electronics-power-supply
MXR EVH 5150 Overdrive,/items/mxr-evh-5150-overdrive
MXR M-234 Analog Chorus,/items/mxr-m-234-analog-chorus
Dr. Scientist Reverberator,/items/dr-scientist-reverberator
Caroline Guitar Company Kilobyte Lo Fi Delay Pedal,/items/caroline-guitar-company-kilobyte-lo-fi-delay-pedal
Electro Harmonix Hog Guitar Synthesizer,/items/electro-harmonix-hog-guitar-synthesizer
EarthQuaker Devices Disaster Transport Sr.,/items/earthquaker-devices-disaster-transport-sr
EarthQuaker Devices Hummingbird,/items/earthquaker-devices-hummingbird
Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,/items/red-panda-lab-particle-granular-delay-pitch-shifting-pedal
Strymon BigSky - Multidimensional Reverberator - Reverb Pedal,/items/strymon-bigsky-multidimensional-reverberator-reverb-pedal
ZVex Mastotron Fuzz Pedal,/items/zvex-mastotron-fuzz-pedal
Union Tube & Transistor Black Bumble Buzz Guitar Pedal,/items/union-tube-transistor-black-bumble-buzz-guitar-pedal
Voodoo Lab Tremolo Pedal,/items/voodoo-lab-tremolo-pedal
ZVex Woolly Mammoth Fuzz Bass Effect Pedal,/items/zvex-woolly-mammoth-fuzz-bass-effect-pedal
ZVex Hand-Painted Tremolo Probe Guitar Effects Pedal,/items/zvex-hand-painted-tremolo-probe-guitar-effects-pedal
Analog Man Raconteurs Custom Tuner Mute Box,/items/analog-man-raconteurs-custom-tuner-mute-box
Analog Man The White Stripes Custom Tuner Mute Box,/items/analog-man-the-white-stripes-custom-tuner-mute-box
Electro-Harmonix Big Muff Pi with Tone Wicker,/items/electro-harmonix-big-muff-pi-with-tone-wicker
Analog Man Tuner Box,/items/analog-man-tuner-box
Eventide H9 Harmonizer Multi-Effects Pedal,/items/eventide-h9-harmonizer-multi-effects-pedal
Moog Minifooger MF Drive,/items/moog-minifooger-mf-drive
Electro-Harmonix Hot Tubes,/items/electro-harmonix-hot-tubes
Electro-Harmonix #1 Echo Digital Delay Guitar Effects Pedal,/items/electro-harmonix-1-echo-digital-delay-guitar-effects-pedal
MXR Distortion+ M104,/items/mxr-distortion-m104
Electro-Harmonix Small Stone (Nano Chassis) Analog Phase Shifter,/items/electro-harmonix-small-stone-nano-chassis-analog-phase-shifter
MG Mono Vibe,/items/mg-mono-vibe
MXR MC-402 Boost/Overdrive Pedal,/items/mxr-mc-402-boost-overdrive-pedal
Ibanez CS9,/items/ibanez-cs9
Boss DD-7 Digital Delay,/items/boss-dd-7-digital-delay
T-Rex Tap Tone,/items/t-rex-tap-tone
Lehle Little Lehle II,/items/lehle-little-lehle-ii
Hughes & Kettner Tube Rotosphere MKII The Analog Leslie Simulator,/items/hughes-kettner-tube-rotosphere-mkii-the-analog-leslie-simulator
MXR M-151 Doubleshot Distortion Pedal,/items/mxr-m-151-doubleshot-distortion-pedal
T-Rex Reptile,/items/t-rex-reptile
Lehle P-Split II,/items/lehle-p-split-ii
TC Electronic G-System,/items/tc-electronic-g-system
TC Electronic Röttweiler Distortion,/items/tc-electronic-rottweiler-distortion
TC Electronic Nova System,/items/tc-electronic-nova-system
TC Electronic Spark Booster,/items/tc-electronic-spark-booster
TC Electronic NDR-1 Nova Drive,/items/tc-electronic-ndr-1-nova-drive
TC Electronic Polytune Mini,/items/tc-electronic-polytune-mini
DigiTech JML2 JamMan Stereo Looper and Phrase Sampler,/items/digitech-jml2-jamman-stereo-looper-and-phrase-sampler
MXR Super Badass Distortion M75,/items/mxr-super-badass-distortion-m75
MXR M77 Custom Badass Modified OD,/items/mxr-m77-custom-badass-modified-od
MXR MC406 CAE Buffer Pedal,/items/mxr-mc406-cae-buffer-pedal
Dunlop Buddy Guy Signature Cry Baby Wah Wah,/items/dunlop-buddy-guy-signature-cry-baby-wah-wah
One Control Micro-Distro,/items/one-control-micro-distro
DigiTech Hardwire DL8,/items/digitech-hardwire-dl8
DigiTech Hardwire Series SC-2 Valve Distortion Guitar Effects Pedal,/items/digitech-hardwire-series-sc-2-valve-distortion-guitar-effects-pedal
L.R. Baggs Venue DI Acoustic Guitar Preamp,/items/l-r-baggs-venue-di-acoustic-guitar-preamp
TC Electronic Polytune 2 Pedal Tuner,/items/tc-electronic-polytune-2-pedal-tuner
Strymon Flint Tremolo & Reverb Pedal,/items/strymon-flint-tremolo-reverb-pedal
Gig Rig G2 Switching System,/items/gig-rig-g2-switching-system
Rockett Pedals Archer,/items/rockett-pedals-archer
Analog Man Bi-Chorus,/items/analog-man-bi-chorus
TC Electronic Spark Mini Booster,/items/tc-electronic-spark-mini-booster
Electro-Harmonix XO Hum Debugger Hum Eliminator Guitar Effects Pedal,/items/electro-harmonix-xo-hum-debugger-hum-eliminator-guitar-effects-pedal
Dunlop JC95 Jerry Cantrell Signature Wah,/items/dunlop-jc95-jerry-cantrell-signature-wah
Dunlop Jimi Hendrix JH1 Wah Guitar Effect Pedal,/items/dunlop-jimi-hendrix-jh1-wah-guitar-effect-pedal
MXR M288 Bass Octave Deluxe Effects Pedal,/items/mxr-m288-bass-octave-deluxe-effects-pedal
Black Cat Pedals Wee Buzz,/items/black-cat-pedals-wee-buzz
Boss CE-5 Chorus Ensemble,/items/boss-ce-5-chorus-ensemble
Tone Freak Buff Puff Clean Boost Pedal,/items/tone-freak-buff-puff-clean-boost-pedal
MXR M-104 Distortion + Guitar Pedal,/items/mxr-m-104-distortion-guitar-pedal
T-Rex Engineering Dr. Swamp Double Distortion Pedal,/items/t-rex-engineering-dr-swamp-double-distortion-pedal
Electro-Harmonix Little Big Muff Pi,/items/electro-harmonix-little-big-muff-pi
Electro-Harmonix HOG 2 Harmonic Octave Generator Guitar Effects Pedal,/items/electro-harmonix-hog-2-harmonic-octave-generator-guitar-effects-pedal
Guyatone ST-2 Compression Sustainer Pedal,/items/guyatone-st-2-compression-sustainer-pedal
Death By Audio Supersonic Fuzz Gun Pedal,/items/death-by-audio-supersonic-fuzz-gun-pedal
Fulltone OCD Obsessive Compulsive Drive Overdrive Pedal,/items/fulltone-ocd-obsessive-compulsive-drive-overdrive-pedal
Demeter FUZ-1 Fuzzulator Pedal,/items/demeter-fuz-1-fuzzulator-pedal
